picture|significant_events|wiki_population|wiki_male|wiki_female|elevation|area|postalcode|munid|ine_mun_code|native_label|demonym|located_in|next_to_sea|itemLabel|pictures|name|lat|long|qid|village_id|Entity|QRank
http://commons.wikimedia.org/wiki/Special:FilePath/Navatalgordo%208.jpg||243.0|133|100|1262|20|05122|http://www.wikidata.org/entity/Q55288|05169|||http://www.wikidata.org/entity/Q55288||Navatalgordo|http://commons.wikimedia.org/wiki/Special:FilePath/Navatalgordo%208.jpg|Navatalgordo|40.41|-4.872222222|Q1632355|Navatalgordo;05169;05122|Q1632355|2715.0
http://commons.wikimedia.org/wiki/Special:FilePath/Navalacruz%20carnicer%C3%ADa.jpg||221.0|137|110|1238|50|05134|http://www.wikidata.org/entity/Q55288|05157|||http://www.wikidata.org/entity/Q55288||Navalacruz|http://commons.wikimedia.org/wiki/Special:FilePath/Navalacruz%20carnicer%C3%ADa.jpg|Navalacruz|40.440277777|-4.9325|Q1632363|Navalacruz;05157;05134|Q1632363|25573.0
http://commons.wikimedia.org/wiki/Special:FilePath/Mu%C3%B1osancho%20-%20cartel.jpg||91.0|44|48|905|19.72|05380|http://www.wikidata.org/entity/Q55288|05142|||http://www.wikidata.org/entity/Q55288||Muñosancho|http://commons.wikimedia.org/wiki/Special:FilePath/Mu%C3%B1osancho%20-%20cartel.jpg|Muñosancho|40.921944444|-5.035833333|Q1632366|Muñosancho;05142;05380|Q1632366|1170.0
http://commons.wikimedia.org/wiki/Special:FilePath/Mamblas2.jpg||202.0|117|87|819|24|05298|http://www.wikidata.org/entity/Q55288|05117|||http://www.wikidata.org/entity/Q55288||Mamblas|http://commons.wikimedia.org/wiki/Special:FilePath/Mamblas2.jpg|Mamblas|41.019444444|-5.011111111|Q1632369|Mamblas;05117;05298|Q1632369|1616.0
http://commons.wikimedia.org/wiki/Special:FilePath/Palacio%20del%20Conde%20de%20Valdel%C3%A1gila%20en%20Fuentes%20de%20A%C3%B1o%20%28%C3%81vila%29.jpg||96.0|58|42|824|20|05212|http://www.wikidata.org/entity/Q55288|05078|||http://www.wikidata.org/entity/Q55288||Fuentes de Año|http://commons.wikimedia.org/wiki/Special:FilePath/Palacio%20del%20Conde%20de%20Valdel%C3%A1gila%20en%20Fuentes%20de%20A%C3%B1o%20%28%C3%81vila%29.jpg|Fuentes de Año|41.015833333|-4.908611111|Q1632373|Fuentes de Año;05078;05212|Q1632373|1620.0
http://commons.wikimedia.org/wiki/Special:FilePath/Nava%20del%20Barco.jpg||79.0|45|39|1145|29.37|05697|http://www.wikidata.org/entity/Q55288|05153|||http://www.wikidata.org/entity/Q55288||Nava del Barco|http://commons.wikimedia.org/wiki/Special:FilePath/Nava%20del%20Barco.jpg|Nava del Barco|40.2925|-5.540277777|Q1632377|Nava del Barco;05153;05697|Q1632377|4662.0
http://commons.wikimedia.org/wiki/Special:FilePath/Mirue%C3%B1a%20de%20los%20Infanzones-iglesia%20portada.jpg||84.0|54|41|1|31.21|05146|http://www.wikidata.org/entity/Q55288|05131|||http://www.wikidata.org/entity/Q55288||Mirueña de los Infanzones|http://commons.wikimedia.org/wiki/Special:FilePath/Mirue%C3%B1a%20de%20los%20Infanzones-iglesia%20portada.jpg|Mirueña de los Infanzones|40.7375|-5.090833333|Q1632379|Mirueña de los Infanzones;05131;05146|Q1632379|2034.0
http://commons.wikimedia.org/wiki/Special:FilePath/La%20Colilla%2001.jpg||341.0|175|161|1|11|05192|http://www.wikidata.org/entity/Q55288|05061|||http://www.wikidata.org/entity/Q55288||La Colilla|http://commons.wikimedia.org/wiki/Special:FilePath/La%20Colilla%2001.jpg|La Colilla|40.646111111|-4.765833333|Q1632389|La Colilla;05061;05192|Q1632389|2179.0
http://commons.wikimedia.org/wiki/Special:FilePath/Vista%20general%20de%20Navahondilla.JPG||358.0|178|126|741|22.07|05429|http://www.wikidata.org/entity/Q55288|05156|||http://www.wikidata.org/entity/Q55288||Navahondilla|http://commons.wikimedia.org/wiki/Special:FilePath/Vista%20general%20de%20Navahondilla.JPG|Navahondilla|40.325277777|-4.494444444|Q1632392|Navahondilla;05156;05429|Q1632392|3553.0
http://commons.wikimedia.org/wiki/Special:FilePath/Mancera%20de%20arriba-casa.jpg||72.0|38|36|934|17.59|05146|http://www.wikidata.org/entity/Q55288|05118|||http://www.wikidata.org/entity/Q55288||Mancera de Arriba|http://commons.wikimedia.org/wiki/Special:FilePath/Mancera%20de%20arriba-casa.jpg|Mancera de Arriba|40.791111111|-5.147222222|Q1632398|Mancera de Arriba;05118;05146|Q1632398|1568.0
http://commons.wikimedia.org/wiki/Special:FilePath/Vista%20de%20Hoyocasero.JPG||278.0|173|120|1349|52|05123|http://www.wikidata.org/entity/Q55288|05101|||http://www.wikidata.org/entity/Q55288||Hoyocasero|http://commons.wikimedia.org/wiki/Special:FilePath/Vista%20de%20Hoyocasero.JPG|Hoyocasero|40.398888888|-4.975833333|Q1632400|Hoyocasero;05101;05123|Q1632400|3978.0
http://commons.wikimedia.org/wiki/Special:FilePath/Panoramica%20Lituenigo.jpg||119.0|62|58|756|11.380423|50581|http://www.wikidata.org/entity/Q55180|50141||litueniguero, litueniguera|http://www.wikidata.org/entity/Q55180||Lituénigo|http://commons.wikimedia.org/wiki/Special:FilePath/Panoramica%20Lituenigo.jpg|Lituénigo|41.8357678|-1.7608154|Q1632405|Lituénigo;50141;50581|Q1632405|2678.0
http://commons.wikimedia.org/wiki/Special:FilePath/Iglesia%20de%20Pajares%20de%20Adaja.jpg||137.0|81|68|878|23|05292|http://www.wikidata.org/entity/Q55288|05177|||http://www.wikidata.org/entity/Q55288||Pajares de Adaja|http://commons.wikimedia.org/wiki/Special:FilePath/Iglesia%20de%20Pajares%20de%20Adaja.jpg|Pajares de Adaja|40.923611111|-4.640555555|Q1632431|Pajares de Adaja;05177;05292|Q1632431|4068.0
http://commons.wikimedia.org/wiki/Special:FilePath/Navaconcejo%20Crucero.jpg||2035.0|1005|985|455|51|10613|http://www.wikidata.org/entity/Q81977|10130||ballenatos|http://www.wikidata.org/entity/Q81977||Navaconcejo|http://commons.wikimedia.org/wiki/Special:FilePath/Navaconcejo%20Crucero.jpg|Navaconcejo|40.178333333|-5.831666666|Q1632435|Navaconcejo;10130;10613|Q1632435|10288.0
http://commons.wikimedia.org/wiki/Special:FilePath/LogrosanPlazaEspana.jpg||1944.0|1006|988|477|365.3|10120|http://www.wikidata.org/entity/Q81977|10109||Logrosano|http://www.wikidata.org/entity/Q81977||Logrosán|http://commons.wikimedia.org/wiki/Special:FilePath/LogrosanPlazaEspana.jpg|Logrosán|39.337222222|-5.492222222|Q1632442|Logrosán;10109;10120|Q1632442|11634.0
http://commons.wikimedia.org/wiki/Special:FilePath/Narros%20de%20Saldue%C3%B1a%20castillo.jpg||106.0|61|42|899|9|05358|http://www.wikidata.org/entity/Q55288|05149|||http://www.wikidata.org/entity/Q55288||Narros de Saldueña|http://commons.wikimedia.org/wiki/Special:FilePath/Narros%20de%20Saldue%C3%B1a%20castillo.jpg|Narros de Saldueña|40.875277777|-4.869444444|Q1632446|Narros de Saldueña;05149;05358|Q1632446|1616.0
http://commons.wikimedia.org/wiki/Special:FilePath/Niharra%2001%20by%20smart-drone.es.JPG||188.0|104|76|1088|11|05191|http://www.wikidata.org/entity/Q55288|05172|||http://www.wikidata.org/entity/Q55288||Niharra|http://commons.wikimedia.org/wiki/Special:FilePath/Niharra%2001%20by%20smart-drone.es.JPG|Niharra|40.589444444|-4.839722222|Q1632453|Niharra;05172;05191|Q1632453|1760.0
http://commons.wikimedia.org/wiki/Special:FilePath/Gimialcon%2003%20by-dpc.jpg||74.0|47|28|949|19|05380|http://www.wikidata.org/entity/Q55288|05086|||http://www.wikidata.org/entity/Q55288||Gimialcón|http://commons.wikimedia.org/wiki/Special:FilePath/Gimialcon%2003%20by-dpc.jpg|Gimialcón|40.8775|-5.122222222|Q1632465|Gimialcón;05086;05380|Q1632465|6492.0
http://commons.wikimedia.org/wiki/Special:FilePath/P1070707hoyosdelespino.JPG||371.0|211|172|1489|52|05634|http://www.wikidata.org/entity/Q55288|05105|||http://www.wikidata.org/entity/Q55288||Hoyos del Espino|http://commons.wikimedia.org/wiki/Special:FilePath/P1070707hoyosdelespino.JPG|Hoyos del Espino|40.356588|-5.174141|Q1632480|Hoyos del Espino;05105;05634|Q1632480|8714.0
http://commons.wikimedia.org/wiki/Special:FilePath/Al%C3%ADa%20desde%20el%20Aire.JPG||783.0|421|413|582|602|10137|http://www.wikidata.org/entity/Q81977|10017|||http://www.wikidata.org/entity/Q81977||Alía|http://commons.wikimedia.org/wiki/Special:FilePath/Al%C3%ADa%20desde%20el%20Aire.JPG|Alía|39.448611111|-5.2175|Q1632489|Alía;10017;10137|Q1632489|10274.0
http://commons.wikimedia.org/wiki/Special:FilePath/Ca%C3%B1amero%2024.jpg||1622.0|838|776|598|151.4|10136|http://www.wikidata.org/entity/Q81977|10044||cañamerano|http://www.wikidata.org/entity/Q81977||Cañamero|http://commons.wikimedia.org/wiki/Special:FilePath/Ca%C3%B1amero%2024.jpg|Cañamero|39.379676|-5.3888394|Q1632497|Cañamero;10044;10136|Q1632497|10448.0
http://commons.wikimedia.org/wiki/Special:FilePath/Iglesia%20de%20la%20Inmaculada%20Concepci%C3%B3n%2C%20Herencia%2003.jpg||8510.0|4277|4113|642|226.74|13640|http://www.wikidata.org/entity/Q54932|13047|||http://www.wikidata.org/entity/Q54932||Herencia|http://commons.wikimedia.org/wiki/Special:FilePath/Iglesia%20de%20la%20Inmaculada%20Concepci%C3%B3n%2C%20Herencia%2003.jpg|Herencia|39.366944444|-3.355|Q1632508|Herencia;13047;13640|Q1632508|13445.0
http://commons.wikimedia.org/wiki/Special:FilePath/Almaraz%20%28C%C3%A1ceres%29.jpg||1700.0|895|849|277|34|10350|http://www.wikidata.org/entity/Q81977|10019||almaraceños|http://www.wikidata.org/entity/Q81977||Almaraz|http://commons.wikimedia.org/wiki/Special:FilePath/Almaraz%20%28C%C3%A1ceres%29.jpg|Almaraz|39.8142995|-5.6778882|Q1632524|Almaraz;10019;10350|Q1632524|11370.0
http://commons.wikimedia.org/wiki/Special:FilePath/Castillo%20Iglesia.jpg||6844.0|3418|3420|671|24182|13710|http://www.wikidata.org/entity/Q54932|13019|||http://www.wikidata.org/entity/Q54932||Argamasilla de Alba|http://commons.wikimedia.org/wiki/Special:FilePath/Castillo%20Iglesia.jpg|Argamasilla de Alba|39.129166666|-3.088888888|Q1632537|Argamasilla de Alba;13019;13710|Q1632537|24495.0
http://commons.wikimedia.org/wiki/Special:FilePath/Almuradiel%2C%20Ciudad%20Real%2016.jpg||750.0|383|389|808|66|13760|http://www.wikidata.org/entity/Q54932|13016|||http://www.wikidata.org/entity/Q54932||Almuradiel|http://commons.wikimedia.org/wiki/Special:FilePath/Almuradiel%2C%20Ciudad%20Real%2016.jpg|Almuradiel|38.5125|-3.494722222|Q1632554|Almuradiel;13016;13760|Q1632554|5828.0
http://commons.wikimedia.org/wiki/Special:FilePath/Benalup-CasasViejas.JPG||7020.0|3518|3411|112|60.7|11160|http://www.wikidata.org/entity/Q1117052,http://www.wikidata.org/entity/Q81978|11901|||http://www.wikidata.org/entity/Q1117052,http://www.wikidata.org/entity/Q81978||Benalup-Casas Viejas|http://commons.wikimedia.org/wiki/Special:FilePath/Benalup-CasasViejas.JPG|Benalup-Casas Viejas|36.342777777|-5.809166666|Q1632577|Benalup-Casas Viejas;11901;11160|Q1632577|23035.0
http://commons.wikimedia.org/wiki/Special:FilePath/Puebla%20de%20Don%20Rodrigo%20CR%2016.jpg||1141.0|650|528|496|425|13109|http://www.wikidata.org/entity/Q54932|13068|||http://www.wikidata.org/entity/Q54932||Puebla de Don Rodrigo|http://commons.wikimedia.org/wiki/Special:FilePath/Puebla%20de%20Don%20Rodrigo%20CR%2016.jpg|Puebla de Don Rodrigo|39.086388888|-4.620555555|Q1632588|Puebla de Don Rodrigo;13068;13109|Q1632588|5603.0
http://commons.wikimedia.org/wiki/Special:FilePath/Agudo%2C%20Ciudad%20Real%2011.jpg||1638.0|830|829|600|227.31|13410|http://www.wikidata.org/entity/Q54932|13002||Agudeny, agudenya|http://www.wikidata.org/entity/Q54932||Agudo|http://commons.wikimedia.org/wiki/Special:FilePath/Agudo%2C%20Ciudad%20Real%2011.jpg|Agudo|38.979166666|-4.873055555|Q1632598|Agudo;13002;13410|Q1632598|5931.0
http://commons.wikimedia.org/wiki/Special:FilePath/Iglesia%20de%20Navalperal%20de%20Tormes.jpg||87.0|42|40|1303|61|05631|http://www.wikidata.org/entity/Q55288|05162|Navalperal de Tormes||http://www.wikidata.org/entity/Q55288||Navalperal de Tormes|http://commons.wikimedia.org/wiki/Special:FilePath/Iglesia%20de%20Navalperal%20de%20Tormes.jpg|Navalperal de Tormes|40.352777777|-5.300555555|Q1632599|Navalperal de Tormes;05162;05631|Q1632599|2947.0
http://commons.wikimedia.org/wiki/Special:FilePath/Vista%20de%20El%20Hornillo%2C%20%C3%81vila.JPG||281.0|153|137|745|24.22|05415|http://www.wikidata.org/entity/Q55288|05100|||http://www.wikidata.org/entity/Q55288||El Hornillo|http://commons.wikimedia.org/wiki/Special:FilePath/Vista%20de%20El%20Hornillo%2C%20%C3%81vila.JPG|El Hornillo|40.249722222|-5.104166666|Q1632606|El Hornillo;05100;05415|Q1632606|3651.0
http://commons.wikimedia.org/wiki/Special:FilePath/Cazalilla%2C%20en%20Ja%C3%A9n%20%28Espa%C3%B1a%29.jpg||775.0|404|420|300|46.63|23628|http://www.wikidata.org/entity/Q2452242,http://www.wikidata.org/entity/Q95025|23027|||http://www.wikidata.org/entity/Q2452242,http://www.wikidata.org/entity/Q95025||Cazalilla|http://commons.wikimedia.org/wiki/Special:FilePath/Cazalilla%2C%20en%20Ja%C3%A9n%20%28Espa%C3%B1a%29.jpg|Cazalilla|37.9841486|-3.8819234|Q1632610|Cazalilla;23027;23628|Q1632610|3192.0
http://commons.wikimedia.org/wiki/Special:FilePath/Vista%20de%20El%20Arenal.JPG||943.0|497|476|890|27|05416|http://www.wikidata.org/entity/Q55288|05013|||http://www.wikidata.org/entity/Q55288||El Arenal|http://commons.wikimedia.org/wiki/Special:FilePath/Vista%20de%20El%20Arenal.JPG|El Arenal|40.264722222|-5.087222222|Q1632614|El Arenal;05013;05416|Q1632614|11717.0
http://commons.wikimedia.org/wiki/Special:FilePath/Mu%C3%B1opepe%20%28cropped%29.JPG||99.0|56|44|1120|6|05192|http://www.wikidata.org/entity/Q55288|05141|||http://www.wikidata.org/entity/Q55288||Muñopepe|http://commons.wikimedia.org/wiki/Special:FilePath/Mu%C3%B1opepe%20%28cropped%29.JPG|Muñopepe|40.635555555|-4.818055555|Q1632623|Muñopepe;05141;05192|Q1632623|1273.0
http://commons.wikimedia.org/wiki/Special:FilePath/Albaladejo%20i.jpg||1099.0|601|557|1000|48.94|13340|http://www.wikidata.org/entity/Q54932|13004|Albaladejo||http://www.wikidata.org/entity/Q54932||Albaladejo|http://commons.wikimedia.org/wiki/Special:FilePath/Albaladejo%20i.jpg|Albaladejo|38.618055555|-2.806111111|Q1632628|Albaladejo;13004;13340|Q1632628|5141.0
http://commons.wikimedia.org/wiki/Special:FilePath/Ayuntamiento%20de%20Fresnedilla.JPG||110.0|58|58|622|24.52|05427|http://www.wikidata.org/entity/Q55288|05075|||http://www.wikidata.org/entity/Q55288||Fresnedilla|http://commons.wikimedia.org/wiki/Special:FilePath/Ayuntamiento%20de%20Fresnedilla.JPG|Fresnedilla|40.233611111|-4.620555555|Q1632633|Fresnedilla;05075;05427|Q1632633|1947.0
http://commons.wikimedia.org/wiki/Special:FilePath/Martiherrero%203.jpg||336.0|158|154|1230|22.79|05140|http://www.wikidata.org/entity/Q55288|05121|||http://www.wikidata.org/entity/Q55288||Martiherrero|http://commons.wikimedia.org/wiki/Special:FilePath/Martiherrero%203.jpg|Martiherrero|40.695|-4.804166666|Q1632641|Martiherrero;05121;05140|Q1632641|1696.0
http://commons.wikimedia.org/wiki/Special:FilePath/Aldeaquemada%2C%20en%20Ja%C3%A9n%20%28Espa%C3%B1a%29.jpg||487.0|265|216|696|121|23215|http://www.wikidata.org/entity/Q2452306,http://www.wikidata.org/entity/Q95025|23004|||http://www.wikidata.org/entity/Q2452306,http://www.wikidata.org/entity/Q95025||Aldeaquemada|http://commons.wikimedia.org/wiki/Special:FilePath/Aldeaquemada%2C%20en%20Ja%C3%A9n%20%28Espa%C3%B1a%29.jpg|Aldeaquemada|38.4106741|-3.3714514|Q1632644|Aldeaquemada;23004;23215|Q1632644|10475.0
http://commons.wikimedia.org/wiki/Special:FilePath/Vista%20de%20Narros%20del%20Castillo%20-%20panoramio.jpg||159.0|85|70|951|33.61|05370|http://www.wikidata.org/entity/Q55288|05147|||http://www.wikidata.org/entity/Q55288||Narros del Castillo|http://commons.wikimedia.org/wiki/Special:FilePath/Vista%20de%20Narros%20del%20Castillo%20-%20panoramio.jpg|Narros del Castillo|40.858611111|-5.058611111|Q1632650|Narros del Castillo;05147;05370|Q1632650|2778.0
http://commons.wikimedia.org/wiki/Special:FilePath/Castillo%20Palacio%20de%20los%20Condes%20de%20Oropesa%20en%20Jarandilla%20de%20la%20Vera%2C%20C%C3%A1ceres.jpg||2843.0|1415|1413|585|62|10450|http://www.wikidata.org/entity/Q81977|10105||jarandillano|http://www.wikidata.org/entity/Q81977||Jarandilla de la Vera|http://commons.wikimedia.org/wiki/Special:FilePath/Castillo%20Palacio%20de%20los%20Condes%20de%20Oropesa%20en%20Jarandilla%20de%20la%20Vera%2C%20C%C3%A1ceres.jpg|Jarandilla de la Vera|40.126944444|-5.658333333|Q1632660|Jarandilla de la Vera;10105;10450|Q1632660|32014.0
http://commons.wikimedia.org/wiki/Special:FilePath/Marlin%2001%20by-dpc.jpg||32.0|19|11|1201|6|05140|http://www.wikidata.org/entity/Q55288|05120|||http://www.wikidata.org/entity/Q55288||Marlín|http://commons.wikimedia.org/wiki/Special:FilePath/Marlin%2001%20by-dpc.jpg|Marlín|40.711388888|-4.829722222|Q1632667|Marlín;05120;05140|Q1632667|1556.0
http://commons.wikimedia.org/wiki/Special:FilePath/Iglesia%20de%20Santo%20Tom%C3%A1s%20Ap%C3%B3stol%2C%20Mediana%20de%20Voltoya%2001.jpg||119.0|55|57|1110|18.38|05194|http://www.wikidata.org/entity/Q55288|05123|||http://www.wikidata.org/entity/Q55288||Mediana de Voltoya|http://commons.wikimedia.org/wiki/Special:FilePath/Iglesia%20de%20Santo%20Tom%C3%A1s%20Ap%C3%B3stol%2C%20Mediana%20de%20Voltoya%2001.jpg|Mediana de Voltoya|40.700555555|-4.563888888|Q1632673|Mediana de Voltoya;05123;05194|Q1632673|1728.0
http://commons.wikimedia.org/wiki/Special:FilePath/Campo%20Lugar%2006.jpg||824.0|415|418|296|73|10134|http://www.wikidata.org/entity/Q81977|10043||campuseños|http://www.wikidata.org/entity/Q81977||Campo Lugar|http://commons.wikimedia.org/wiki/Special:FilePath/Campo%20Lugar%2006.jpg|Campo Lugar|39.195833333|-5.771111111|Q1632675|Campo Lugar;10043;10134|Q1632675|4457.0
http://commons.wikimedia.org/wiki/Special:FilePath/Iglesia%20de%20Mu%C3%B1ico.JPG||80.0|47|42|1084|13.28|05145|http://www.wikidata.org/entity/Q55288|05136|||http://www.wikidata.org/entity/Q55288||Muñico|http://commons.wikimedia.org/wiki/Special:FilePath/Iglesia%20de%20Mu%C3%B1ico.JPG|Muñico|40.704722222|-5.026666666|Q1632683|Muñico;05136;05145|Q1632683|1832.0
http://commons.wikimedia.org/wiki/Special:FilePath/Ceclav%C3%ADn%20desde%20el%20aire.jpg||1801.0|933|907|322|159|10870|http://www.wikidata.org/entity/Q81977|10061||Ceclavineros|http://www.wikidata.org/entity/Q81977||Ceclavín|http://commons.wikimedia.org/wiki/Special:FilePath/Ceclav%C3%ADn%20desde%20el%20aire.jpg|Ceclavín|39.8213711|-6.7735895|Q1632687|Ceclavín;10061;10870|Q1632687|10312.0
http://commons.wikimedia.org/wiki/Special:FilePath/Navalosa%20nevada.jpeg||322.0|173|135|1306|30|05123|http://www.wikidata.org/entity/Q55288|05160|||http://www.wikidata.org/entity/Q55288||Navalosa|http://commons.wikimedia.org/wiki/Special:FilePath/Navalosa%20nevada.jpeg|Navalosa|40.401388888|-4.931388888|Q1632696|Navalosa;05160;05123|Q1632696|2911.0
http://commons.wikimedia.org/wiki/Special:FilePath/View%20of%20Peguerinos.JPG||273.0|155|117|1|87|05239|http://www.wikidata.org/entity/Q55288|05184|||http://www.wikidata.org/entity/Q55288||Peguerinos|http://commons.wikimedia.org/wiki/Special:FilePath/View%20of%20Peguerinos.JPG|Peguerinos|40.627222222|-4.232777777|Q1632702|Peguerinos;05184;05239|Q1632702|9336.0
http://commons.wikimedia.org/wiki/Special:FilePath/Fuente%20el%20Sauz%20rollo.jpg||157.0|91|79|878|10|05212|http://www.wikidata.org/entity/Q55288|05077|||http://www.wikidata.org/entity/Q55288||Fuente el Saúz|http://commons.wikimedia.org/wiki/Special:FilePath/Fuente%20el%20Sauz%20rollo.jpg|Fuente el Saúz|40.9775|-4.908888888|Q1632710|Fuente el Saúz;05077;05212|Q1632710|1511.0
http://commons.wikimedia.org/wiki/Special:FilePath/Iglesia%20de%20Horcajo%20de%20las%20Torres.JPG||481.0|281|224|820|47|05210|http://www.wikidata.org/entity/Q55288|05099|||http://www.wikidata.org/entity/Q55288||Horcajo de las Torres|http://commons.wikimedia.org/wiki/Special:FilePath/Iglesia%20de%20Horcajo%20de%20las%20Torres.JPG|Horcajo de las Torres|41.065|-5.090833333|Q1632712|Horcajo de las Torres;05099;05210|Q1632712|3037.0
http://commons.wikimedia.org/wiki/Special:FilePath/Vistas1.jpg||340.0|175|151|1.045|43.35|05120|http://www.wikidata.org/entity/Q55288|05158|Navalmoral||http://www.wikidata.org/entity/Q55288||Navalmoral|http://commons.wikimedia.org/wiki/Special:FilePath/Vistas1.jpg|Navalmoral|40.459722222|-4.768611111|Q1632723|Navalmoral;05158;05120|Q1632723|7028.0
http://commons.wikimedia.org/wiki/Special:FilePath/Vista%20de%20Higuera%20de%20las%20Due%C3%B1as.JPG||266.0|148|114|634|35|05427|http://www.wikidata.org/entity/Q55288|05095|||http://www.wikidata.org/entity/Q55288||Higuera de las Dueñas|http://commons.wikimedia.org/wiki/Special:FilePath/Vista%20de%20Higuera%20de%20las%20Due%C3%B1as.JPG|Higuera de las Dueñas|40.239722222|-4.601666666|Q1632728|Higuera de las Dueñas;05095;05427|Q1632728|4564.0
http://commons.wikimedia.org/wiki/Special:FilePath/Gilbuena%2014.jpg||60.0|37|27||15|05619|http://www.wikidata.org/entity/Q55288|05084|||http://www.wikidata.org/entity/Q55288||Gilbuena|http://commons.wikimedia.org/wiki/Special:FilePath/Gilbuena%2014.jpg|Gilbuena|40.415277777|-5.605277777|Q1632743|Gilbuena;05084;05619|Q1632743|1648.0
http://commons.wikimedia.org/wiki/Special:FilePath/Mu%C3%B1ana.jpg||342.0|201|174|1142|33.61|05540|http://www.wikidata.org/entity/Q55288|05135|||http://www.wikidata.org/entity/Q55288||Muñana|http://commons.wikimedia.org/wiki/Special:FilePath/Mu%C3%B1ana.jpg|Muñana|40.590555555|-5.015|Q1632749|Muñana;05135;05540|Q1632749|3889.0
http://commons.wikimedia.org/wiki/Special:FilePath/Junciana%2011.jpg||40.0|20|18|1011|15|05694|http://www.wikidata.org/entity/Q55288|05108||juncianero|http://www.wikidata.org/entity/Q55288||Junciana|http://commons.wikimedia.org/wiki/Special:FilePath/Junciana%2011.jpg|Junciana|40.41|-5.557777777|Q1632758|Junciana;05108;05694|Q1632758|1429.0
http://commons.wikimedia.org/wiki/Special:FilePath/Lahorcajada.jpg||495.0|265|243|1033|47|05695|http://www.wikidata.org/entity/Q55288|05097|||http://www.wikidata.org/entity/Q55288||La Horcajada|http://commons.wikimedia.org/wiki/Special:FilePath/Lahorcajada.jpg|La Horcajada|40.4375|-5.466666666|Q1632783|La Horcajada;05097;05695|Q1632783|4053.0
http://commons.wikimedia.org/wiki/Special:FilePath/Iglesia%20de%20Nuestra%20se%C3%B1ora%20de%20la%20Concepci%C3%B3n.%20Las%20Berlanas%20%28%C3%81vila%29.JPG||334.0|168|151|946|16|05162|http://www.wikidata.org/entity/Q55288|05027|||http://www.wikidata.org/entity/Q55288||Las Berlanas|http://commons.wikimedia.org/wiki/Special:FilePath/Iglesia%20de%20Nuestra%20se%C3%B1ora%20de%20la%20Concepci%C3%B3n.%20Las%20Berlanas%20%28%C3%81vila%29.JPG|Las Berlanas|40.803055555|-4.760555555|Q1632805|Las Berlanas;05027;05162|Q1632805|1987.0
http://commons.wikimedia.org/wiki/Special:FilePath/Torre%20del%20Reloj%2C%20en%20Peal%20de%20Becerro%20%28Ja%C3%A9n%2C%20Espa%C3%B1a%29.jpg||5325.0|2602|2664|550|147|23460|http://www.wikidata.org/entity/Q95025,http://www.wikidata.org/entity/Q2198539|23066|||http://www.wikidata.org/entity/Q95025,http://www.wikidata.org/entity/Q2198539||Peal de Becerro|http://commons.wikimedia.org/wiki/Special:FilePath/Torre%20del%20Reloj%2C%20en%20Peal%20de%20Becerro%20%28Ja%C3%A9n%2C%20Espa%C3%B1a%29.jpg|Peal de Becerro|37.9121459|-3.1240753|Q1632828|Peal de Becerro;23066;23460|Q1632828|10436.0
http://commons.wikimedia.org/wiki/Special:FilePath/Vista%20de%20Gavilanes.JPG||576.0|312|274|677|29|05460|http://www.wikidata.org/entity/Q55288|05082|||http://www.wikidata.org/entity/Q55288||Gavilanes|http://commons.wikimedia.org/wiki/Special:FilePath/Vista%20de%20Gavilanes.JPG|Gavilanes|40.2775|-4.851111111|Q1632837|Gavilanes;05082;05460|Q1632837|5292.0
http://commons.wikimedia.org/wiki/Special:FilePath/Concello%20de%20Parada%20do%20Sil.JPG||544.0|287|251|676|62.43|32740|http://www.wikidata.org/entity/Q95038|32057|||http://www.wikidata.org/entity/Q95038||Parada de Sil|http://commons.wikimedia.org/wiki/Special:FilePath/Concello%20de%20Parada%20do%20Sil.JPG|Parada de Sil|42.383055555|-7.568888888|Q1632841|Parada de Sil;32057;32740|Q1632841|7348.0
http://commons.wikimedia.org/wiki/Special:FilePath/Molino%20en%20San%20Juan%20de%20Gredos.jpg||255.0|139|117|1348|96|05633|http://www.wikidata.org/entity/Q55288|05901|||http://www.wikidata.org/entity/Q55288||San Juan de Gredos|http://commons.wikimedia.org/wiki/Special:FilePath/Molino%20en%20San%20Juan%20de%20Gredos.jpg|San Juan de Gredos|40.356111111|-5.242222222|Q1632850|San Juan de Gredos;05901;05633|Q1632850|2699.0
http://commons.wikimedia.org/wiki/Special:FilePath/Fuenteheridos%20-%20Fuente%20de%20los%20Turnos%20de%20Riego%2001.jpg||751.0|338|340|702|11|21292|http://www.wikidata.org/entity/Q2996999,http://www.wikidata.org/entity/Q95015|21033|||http://www.wikidata.org/entity/Q2996999,http://www.wikidata.org/entity/Q95015||Fuenteheridos|http://commons.wikimedia.org/wiki/Special:FilePath/Fuenteheridos%20-%20Fuente%20de%20los%20Turnos%20de%20Riego%2001.jpg|Fuenteheridos|37.9034873|-6.6617402|Q1632851|Fuenteheridos;21033;21292|Q1632851|7601.0
http://commons.wikimedia.org/wiki/Special:FilePath/La%20Guardia%2C%20Toledo%2C%202.jpg||2226.0|1133|1113|701||45760|http://www.wikidata.org/entity/Q54929|45071|||http://www.wikidata.org/entity/Q54929||La Guardia|http://commons.wikimedia.org/wiki/Special:FilePath/La%20Guardia%2C%20Toledo%2C%202.jpg|La Guardia|39.785833333|-3.477222222|Q1632869|La Guardia;45071;45760|Q1632869|10021.0
