municipality_name|municipality_id|comerce_transport_catering|communication|construction|finances_insurance|industry|personal_services|professional_tecnical_activities|real_estate|social_services|total|total_services
Sangarrén|22206||||||||||12.0|
Sangüesa/Zangoza|31216|104.0||33.0||30.0|||||265.0|98.0
Sanlúcar de Barrameda|11032|1577.0|33.0|361.0|83.0|214.0|336.0|451.0|180.0|229.0|3464.0|1312.0
Sanlúcar de Guadiana|21065||||||||||19.0|
Sanlúcar la Mayor|41087|344.0|14.0|111.0|24.0|58.0|79.0|141.0|55.0|76.0|902.0|389.0
Sansol|31219||||||||||5.0|
Sant Adrià de Besòs|8194|1082.0|30.0|248.0|31.0|141.0|221.0|213.0|98.0|84.0|2148.0|677.0
Sant Agustí de Lluçanès|8195||||||||||14.0|
Sant Andreu Salou|17157||||||||||18.0|
Sant Andreu de Llavaneres|8197|297.0|26.0|114.0|42.0|41.0|83.0|269.0|89.0|120.0|1081.0|629.0
Sant Andreu de la Barca|8196|653.0|34.0|199.0|18.0|172.0|149.0|175.0|99.0|82.0|1581.0|557.0
Sant Aniol de Finestres|17183||||||||||26.0|
Sant Antoni de Portmany|7046|720.0|25.0|317.0|19.0|84.0|191.0|312.0|129.0|103.0|1900.0|779.0
Sant Antoni de Vilamajor|8198|173.0|13.0|68.0|10.0|31.0|54.0|112.0|34.0|48.0|543.0|271.0
Sant Bartomeu del Grau|8199||||||||||59.0|
Sant Boi de Llobregat|8200|1950.0|65.0|621.0|72.0|270.0|413.0|522.0|386.0|301.0|4600.0|1759.0
Sant Boi de Lluçanès|8201||||||||||43.0|
Sant Carles de la Ràpita|43136|408.0|8.0|118.0|19.0|68.0|112.0|139.0|66.0|64.0|1002.0|408.0
Sant Cebrià de Vallalta|8203|103.0||52.0||13.0|||||305.0|137.0
Sant Celoni|8202|394.0|24.0|169.0|26.0|106.0|129.0|181.0|106.0|91.0|1226.0|557.0
Sant Climent Sescebes|17158||||||||||50.0|
Sant Climent de Llobregat|8204|115.0||70.0||29.0|||||333.0|119.0
Sant Cugat Sesgarrigues|8206|36.0||16.0||12.0|||||98.0|34.0
Sant Cugat del Vallès|8205|2324.0|447.0|733.0|332.0|298.0|701.0|3320.0|757.0|1610.0|10522.0|7167.0
Sant Esteve Sesrovires|8208|207.0|16.0|68.0|12.0|83.0|47.0|95.0|41.0|49.0|618.0|260.0
Sant Esteve de Palautordera|8207|83.0||35.0||8.0|||||278.0|152.0
Sant Esteve de la Sarga|25196||||||||||4.0|
Sant Feliu Sasserra|8212||||||||||69.0|
Sant Feliu de Buixalleu|17159||||||||||104.0|
Sant Feliu de Codines|8210|136.0|7.0|93.0|17.0|32.0|44.0|92.0|30.0|34.0|485.0|224.0
Sant Feliu de Guíxols|17160|507.0|27.0|334.0|27.0|59.0|161.0|271.0|153.0|114.0|1653.0|753.0
Sant Feliu de Llobregat|8211|1021.0|70.0|319.0|82.0|177.0|300.0|488.0|208.0|280.0|2945.0|1428.0
Sant Feliu de Pallerols|17161|27.0||11.0||9.0|||||88.0|41.0
Sant Ferriol|17162||||||||||22.0|
Sant Fost de Campsentelles|8209|298.0|13.0|106.0|11.0|86.0|58.0|74.0|57.0|57.0|760.0|270.0
Sant Fruitós de Bages|8213|264.0|16.0|91.0|13.0|134.0|91.0|127.0|97.0|75.0|908.0|419.0
Sant Gregori|17163|99.0||44.0||18.0|||||346.0|185.0
Sant Guim de Freixenet|25192|30.0||16.0||6.0|||||75.0|23.0
Sant Guim de la Plana|25197||||||||||5.0|
Sant Hilari Sacalm|17164|133.0||56.0||43.0|53.0|35.0|29.0|32.0|390.0|158.0
Sant Hipòlit de Voltregà|8215|78.0||47.0||21.0|||||234.0|88.0
Sant Iscle de Vallalta|8193|31.0||24.0||9.0|||||118.0|54.0
Sant Jaume d'Enveja|43902|86.0||57.0||15.0|||||230.0|72.0
Sant Jaume de Llierca|17165||||||||||73.0|
Sant Jaume dels Domenys|43137|76.0||32.0||15.0|||||179.0|56.0
Sant Joan|7049|44.0||38.0||16.0|||||139.0|41.0
Sant Joan Despí|8217|805.0|51.0|258.0|77.0|126.0|170.0|430.0|154.0|264.0|2335.0|1146.0
Sant Joan d'Alacant|3119|677.0|63.0|231.0|61.0|42.0|176.0|423.0|143.0|246.0|2062.0|1112.0
Sant Joan de Labritja|7050|198.0||77.0||24.0|47.0|117.0|45.0|26.0|541.0|242.0
Sant Joan de Mollet|17168||||||||||33.0|
Sant Joan de Moró|12902|69.0||30.0||22.0|||||178.0|57.0
Sant Joan de Vilatorrada|8218|212.0|7.0|92.0|18.0|61.0|70.0|61.0|45.0|60.0|626.0|261.0
Sant Joan de les Abadesses|17167|76.0||22.0||24.0|||||232.0|110.0
Sant Joan les Fonts|17185|68.0||40.0||58.0|||||268.0|102.0
Sant Joanet|46222||||||||||40.0|
Sant Jordi Desvalls|17166||||||||||73.0|
Sant Jordi/San Jorge|12099||||||||||84.0|
Sant Josep de sa Talaia|7048|685.0|20.0|390.0|24.0|82.0|194.0|416.0|169.0|108.0|2088.0|931.0
Sant Julià de Cerdanyola|8903||||||||||16.0|
Sant Julià de Ramis|17169|99.0||63.0||27.0|||||321.0|132.0
Sant Julià de Vilatorta|8220|86.0||48.0||17.0|||||281.0|130.0
Sant Julià del Llor i Bonmatí|17903|29.0||22.0||8.0|||||92.0|33.0
Sant Just Desvern|8221|557.0|70.0|156.0|48.0|94.0|147.0|604.0|179.0|239.0|2094.0|1287.0
Sant Llorenç Savall|8223|53.0||37.0||28.0|||||192.0|74.0
Sant Llorenç d'Hortons|8222|48.0||27.0||29.0|||||170.0|66.0
Sant Llorenç de Morunys|25193||||||||||114.0|
Sant Llorenç de la Muga|17171||||||||||24.0|
Sant Llorenç des Cardassar|7051|259.0||140.0||36.0|70.0|119.0|55.0|37.0|727.0|292.0
Sant Lluís|7052|156.0|6.0|94.0|13.0|30.0|66.0|122.0|38.0|48.0|573.0|293.0
Sant Martí Sarroca|8227|83.0||38.0||21.0|||||227.0|85.0
Sant Martí Sesgueioles|8228||||||||||31.0|
Sant Martí Vell|17173||||||||||30.0|
Sant Martí d'Albars|8225||||||||||14.0|
Sant Martí de Centelles|8224|22.0||19.0||9.0|||||80.0|30.0
Sant Martí de Llémena|17172||||||||||63.0|
Sant Martí de Riucorb|25902||||||||||42.0|
Sant Martí de Tous|8226|25.0||18.0||12.0|||||109.0|54.0
Sant Mateu|12100|68.0||22.0||12.0|||||152.0|50.0
Sant Mateu de Bages|8229||||||||||54.0|
Sant Miquel de Campmajor|17174||||||||||24.0|
Sant Miquel de Fluvià|17175||||||||||47.0|
Sant Mori|17176||||||||||20.0|
Sant Pau de Segúries|17177||||||||||62.0|
Sant Pere Pescador|17178|72.0||26.0||5.0|||||169.0|66.0
Sant Pere Sallavinera|8189||||||||||10.0|
Sant Pere de Ribes|8231|729.0|44.0|391.0|44.0|96.0|210.0|516.0|146.0|242.0|2418.0|1202.0
Sant Pere de Riudebitlles|8232|49.0||17.0||22.0|||||142.0|54.0
Sant Pere de Torelló|8233|59.0||39.0||40.0|||||197.0|59.0
Sant Pere de Vilamajor|8234|109.0||74.0||21.0|||||367.0|163.0
Sant Pol de Mar|8235|139.0|9.0|48.0|7.0|25.0|27.0|116.0|31.0|60.0|462.0|250.0
Sant Quintí de Mediona|8236|29.0||29.0||17.0|||||113.0|38.0
Sant Quirze Safaja|8239||||||||||83.0|
Sant Quirze de Besora|8237|55.0||17.0||13.0|||||150.0|65.0
Sant Quirze del Vallès|8238|587.0|70.0|206.0|50.0|177.0|124.0|460.0|117.0|241.0|2032.0|1062.0
Sant Ramon|25194||||||||||38.0|
Sant Sadurní d'Anoia|8240|281.0|18.0|101.0|22.0|109.0|79.0|117.0|65.0|72.0|864.0|373.0
Sant Salvador de Guardiola|8098|95.0||24.0||33.0|||||235.0|83.0
Sant Vicenç de Castellet|8262|199.0||93.0||67.0|49.0|51.0|37.0|28.0|534.0|175.0
Sant Vicenç de Montalt|8264|191.0|24.0|71.0|21.0|23.0|58.0|176.0|56.0|75.0|695.0|410.0
Sant Vicenç de Torelló|8265|39.0||23.0||31.0|||||164.0|71.0
Sant Vicenç dels Horts|8263|658.0|19.0|267.0|23.0|114.0|128.0|187.0|84.0|106.0|1586.0|547.0
Santa Amalia|6120|123.0||25.0||21.0|||||247.0|78.0
Santa Ana|10165||||||||||8.0|
Santa Ana de Pusa|45155||||||||||9.0|
Santa Ana la Real|21067||||||||||25.0|
Santa Brígida|35021|434.0|21.0|131.0|41.0|41.0|117.0|417.0|79.0|173.0|1454.0|848.0
Santa Bàrbara|43138|102.0||44.0||22.0|||||263.0|95.0
Santa Bárbara de Casa|21068|26.0||7.0||7.0|||||45.0|5.0
Santa Cecilia|9343||||||||||4.0|
Santa Cecília de Voltregà|8243||||||||||21.0|
Santa Cilia|22208||||||||||19.0|
Santa Clara de Avedillo|49197||||||||||5.0|
Santa Coloma|26134||||||||||6.0|
Santa Coloma de Cervelló|8244|210.0|15.0|63.0|8.0|48.0|35.0|104.0|44.0|53.0|580.0|259.0
Santa Coloma de Farners|17180|340.0|13.0|123.0|18.0|60.0|117.0|137.0|83.0|62.0|953.0|430.0
Santa Coloma de Gramenet|8245|2675.0|72.0|945.0|60.0|207.0|550.0|531.0|205.0|288.0|5533.0|1706.0
Santa Coloma de Queralt|43139|80.0||55.0||26.0|||||249.0|88.0
Santa Colomba de Curueño|24151||||||||||22.0|
Santa Colomba de Somoza|24152||||||||||30.0|
Santa Comba|15077|277.0||164.0||73.0|68.0|76.0|35.0|31.0|745.0|231.0
Santa Cristina d'Aro|17181|146.0||111.0||14.0|57.0|98.0|51.0|42.0|531.0|260.0
Santa Cristina de Valmadrigal|24153||||||||||11.0|
Santa Cristina de la Polvorosa|49200|15.0||10.0||6.0|||||43.0|12.0
Santa Croya de Tera|49201||||||||||15.0|
Santa Cruz de Bezana|39073|347.0|20.0|126.0|20.0|48.0|109.0|151.0|46.0|148.0|1015.0|494.0
Santa Cruz de Grío|50236||||||||||4.0|
Santa Cruz de Marchena|4080||||||||||4.0|
Santa Cruz de Moncayo|50237||||||||||5.0|
Santa Cruz de Moya|16194||||||||||18.0|
Santa Cruz de Mudela|13077|132.0||28.0||38.0|||||274.0|76.0
Santa Cruz de Paniagua|10167||||||||||11.0|
Santa Cruz de Pinares|5222||||||||||8.0|
Santa Cruz de Tenerife|38038|4910.0|447.0|1370.0|438.0|466.0|1621.0|4148.0|1101.0|1656.0|16157.0|9411.0
Santa Cruz de la Palma|38037|364.0|9.0|79.0|20.0|42.0|97.0|166.0|15.0|78.0|870.0|385.0
Santa Cruz de la Salceda|9345||||||||||7.0|
Santa Cruz de la Serós|22209||||||||||21.0|
Santa Cruz de la Sierra|10166||||||||||20.0|
Santa Cruz de la Zarza|45156|115.0||53.0||46.0|||||278.0|64.0
Santa Cruz de los Cáñamos|13076||||||||||13.0|
Santa Cruz del Comercio|18174||||||||||25.0|
Santa Cruz del Retamar|45157|65.0||50.0||20.0|||||219.0|84.0
Santa Cruz del Valle|5221||||||||||14.0|
Santa Cruz del Valle Urbión|9346||||||||||5.0|
Santa Elena|23076||||||||||40.0|
Santa Elena de Jamuz|24154|24.0||23.0||7.0|||||72.0|18.0
Santa Engracia del Jubera|26135||||||||||4.0|
Santa Eufemia|14061||||||||||36.0|
Santa Eufemia del Barco|49202||||||||||6.0|
Santa Eugènia|7053|34.0||19.0||4.0|||||129.0|72.0
Santa Eugènia de Berga|8246|57.0||32.0||33.0|||||175.0|53.0
Santa Eulalia|44209|33.0||9.0||7.0|||||63.0|14.0
Santa Eulalia Bajera|26136||||||||||4.0|
Santa Eulalia de Gállego|50238||||||||||11.0|
Santa Eulalia de Oscos|33062||||||||||46.0|
Santa Eulàlia de Riuprimer|8247|33.0||28.0||6.0|||||125.0|58.0
Santa Eulàlia de Ronçana|8248|212.0|11.0|96.0|16.0|65.0|54.0|86.0|40.0|38.0|618.0|245.0
Santa Eulària des Riu|7054|1169.0|29.0|649.0|45.0|150.0|296.0|724.0|270.0|193.0|3525.0|1557.0
Santa Fe|18175|429.0|10.0|115.0|13.0|94.0|91.0|125.0|26.0|47.0|950.0|312.0
Santa Fe de Mondújar|4081||||||||||17.0|
Santa Fe del Penedès|8249||||||||||32.0|
Santa Gadea del Cid|9347||||||||||13.0|
Santa Llogaia d'Àlguema|17182||||||||||53.0|
Santa Lucía de Tirajana|35022|1406.0|49.0|461.0|85.0|132.0|473.0|513.0|101.0|242.0|3462.0|1463.0
Santa Magdalena de Pulpis|12102||||||||||46.0|
Santa Margalida|7055|313.0|5.0|127.0|19.0|33.0|66.0|99.0|39.0|38.0|739.0|266.0
Santa Margarida de Montbui|8250|142.0|7.0|85.0|8.0|32.0|43.0|48.0|34.0|29.0|428.0|169.0
Santa Margarida i els Monjos|8251|129.0||62.0||53.0|30.0|48.0|24.0|19.0|374.0|130.0
Santa Maria d'Oló|8258|20.0||16.0||8.0|||||73.0|29.0
Santa Maria de Besora|8253||||||||||18.0|
Santa Maria de Martorelles|8256||||||||||64.0|
Santa Maria de Merlès|8255||||||||||22.0|
Santa Maria de Miralles|8257||||||||||19.0|
Santa Maria de Palautordera|8259|228.0|16.0|113.0|15.0|56.0|95.0|123.0|45.0|64.0|755.0|358.0
Santa Marina del Rey|24159|37.0||22.0||10.0|||||79.0|10.0
Santa Marta|6121|114.0||46.0||23.0|||||264.0|81.0
Santa Marta de Magasca|10168||||||||||10.0|
Santa Marta de Tormes|37294|329.0|15.0|118.0|23.0|29.0|87.0|168.0|29.0|103.0|901.0|425.0
Santa María Rivarredonda|9353||||||||||4.0|
Santa María de Cayón|39074|191.0||89.0|12.0||34.0|72.0|23.0|43.0|477.0|186.0
Santa María de Dulcis|22906||||||||||19.0|
Santa María de Guía de Gran Canaria|35023|248.0|7.0|111.0|21.0|34.0|80.0|131.0|12.0|50.0|694.0|301.0
Santa María de Huerta|42167||||||||||11.0|
Santa María de Ordás|24158||||||||||14.0|
Santa María de la Alameda|28135|36.0||39.0||4.0|||||109.0|30.0
Santa María de la Isla|24155||||||||||15.0|
Santa María de la Vega|49203||||||||||12.0|
Santa María de las Hoyas|42168||||||||||7.0|
Santa María de los Caballeros|5226||||||||||4.0|
Santa María de los Llanos|16196||||||||||27.0|
Santa María del Berrocal|5225||||||||||37.0|
Santa María del Campo|9350||||||||||49.0|
Santa María del Campo Rus|16195||||||||||35.0|
Santa María del Camí|7056|155.0|11.0|126.0|9.0|41.0|54.0|101.0|35.0|45.0|577.0|255.0
Santa María del Cubillo|5902||||||||||31.0|
Santa María del Mercadillo|9352||||||||||4.0|
Santa María del Monte de Cea|24156||||||||||5.0|
Santa María del Páramo|24157|141.0||46.0||24.0|||||291.0|80.0
Santa María del Tiétar|5227||||||||||28.0|
Santa María del Val|16197||||||||||7.0|
Santa María la Real de Nieva|40185||||||||||59.0|
Santa Olalla|45158|92.0||37.0||19.0|||||197.0|49.0
Santa Olalla de Bureba|9354||||||||||4.0|
Santa Olalla del Cala|21069|64.0||16.0||7.0|||||119.0|32.0
Santa Oliva|43140|104.0||43.0||23.0|||||223.0|53.0
Santa Pau|17184|52.0||26.0||9.0|||||156.0|69.0
Santa Perpètua de Mogoda|8260|925.0|26.0|249.0|29.0|230.0|130.0|214.0|86.0|87.0|1976.0|572.0
Santa Pola|3121|958.0|40.0|269.0|48.0|99.0|256.0|354.0|156.0|148.0|2328.0|1002.0
Santa Susanna|8261|144.0||36.0||6.0|||||338.0|152.0
Santa Úrsula|38039|470.0|24.0|151.0|24.0|34.0|108.0|175.0|34.0|99.0|1119.0|464.0
Santacara|31220||||||||||45.0|
Santaella|14060|124.0||31.0||17.0|||||236.0|64.0
Santander|39075|3608.0|216.0|1143.0|331.0|413.0|1298.0|2604.0|899.0|1333.0|11845.0|6681.0
Santanyí|7057|482.0|9.0|246.0|14.0|63.0|110.0|256.0|115.0|60.0|1355.0|564.0
Santas Martas|24160||||||||||44.0|
Santervás de Campos|47153||||||||||5.0|
Santervás de la Vega|34169||||||||||14.0|
Santiago Millas|24161||||||||||26.0|
Santiago de Alcántara|10169||||||||||15.0|
Santiago de Calatrava|23077||||||||||25.0|
Santiago de Compostela|15078|2925.0|264.0|771.0|180.0|356.0|1097.0|1950.0|463.0|1022.0|9028.0|4976.0
Santiago de la Puebla|37296||||||||||9.0|
Santiago del Campo|10170||||||||||7.0|
Santiago del Collado|5228||||||||||4.0|
Santiago del Teide|38040|346.0|10.0|72.0|8.0|17.0|82.0|128.0|56.0|37.0|756.0|321.0
Santiago del Tormes|5904||||||||||5.0|
Santiago-Pontones|23904|79.0||12.0||11.0|||||117.0|15.0
Santibáñez de Béjar|37297||||||||||47.0|
Santibáñez de Tera|49205||||||||||24.0|
Santibáñez de Valcorba|47154||||||||||7.0|
Santibáñez de Vidriales|49206||||||||||50.0|
Santibáñez de la Peña|34171|24.0||4.0||7.0|||||42.0|7.0
Santibáñez de la Sierra|37298||||||||||9.0|
Santibáñez el Alto|10171||||||||||10.0|
Santibáñez el Bajo|10172||||||||||54.0|
Santillana del Mar|39076|151.0||36.0||7.0|||||295.0|101.0
Santiponce|41089|218.0|4.0|46.0|6.0|27.0|43.0|68.0|14.0|34.0|460.0|169.0
Santiso|15079|36.0||17.0||9.0|||||85.0|23.0
Santisteban del Puerto|23079|119.0||28.0||26.0|||||230.0|57.0
Santiurde de Reinosa|39077||||||||||11.0|
Santiurde de Toranzo|39078|26.0||20.0||7.0|||||79.0|26.0
Santiuste de Pedraza|40188||||||||||10.0|
Santiuste de San Juan Bautista|40189||||||||||38.0|
Santiz|37299||||||||||14.0|
Santo Adriano|33064||||||||||15.0|
Santo Domingo de Pirón|40190||||||||||5.0|
Santo Domingo de Silos|9358||||||||||28.0|
Santo Domingo de la Calzada|26138|195.0|4.0|69.0|5.0|34.0|41.0|52.0|48.0|20.0|468.0|170.0
Santo Domingo-Caudilla|45901|33.0||15.0||16.0|||||72.0|8.0
Santo Tomé|23080|56.0||12.0||12.0|||||102.0|22.0
Santo Tomé del Puerto|40191||||||||||30.0|
Santomera|30901|455.0|12.0|119.0|31.0|121.0|93.0|151.0|35.0|50.0|1067.0|372.0
Santorcaz|28136||||||||||36.0|
Santos de Maimona, Los|6122|221.0||58.0|12.0|43.0|46.0|54.0||31.0|478.0|156.0
Santos de la Humosa, Los|28137|78.0|||||||||146.0|43.0
Santos, Los|37300||||||||||51.0|
Santovenia|49207||||||||||14.0|
Santovenia de Pisuerga|47155|155.0||61.0||55.0|||||388.0|117.0
Santovenia de la Valdoncina|24162|119.0||36.0||31.0|||||220.0|34.0
Santoyo|34174||||||||||8.0|
Santoña|39079|269.0|4.0|82.0|11.0|60.0|70.0|79.0|43.0|50.0|668.0|257.0
Santpedor|8192|153.0|10.0|71.0|8.0|73.0|42.0|75.0|48.0|48.0|528.0|231.0
Santurde de Rioja|26140||||||||||19.0|
Santurdejo|26141||||||||||5.0|
Santurtzi|48082|896.0|45.0|367.0|33.0|68.0|202.0|232.0|29.0|173.0|2045.0|714.0
Sanxenxo|36051|732.0|13.0|265.0|39.0|88.0|144.0|220.0|70.0|86.0|1657.0|572.0
Sanzoles|49210||||||||||23.0|
Sardón de Duero|47157||||||||||26.0|
Sargentes de la Lora|9361||||||||||8.0|
Sariego|33065|38.0||16.0||18.0|||||100.0|28.0
Sariegos|24163|113.0|7.0|52.0|8.0|26.0|34.0|75.0|8.0|57.0|380.0|189.0
Sariñena|22213|114.0||48.0||81.0|||||353.0|110.0
Saro|39081||||||||||25.0|
Sarracín|9362||||||||||30.0|
Sarral|43142|34.0||14.0||19.0|||||93.0|26.0
Sarreaus|32078|14.0|||||||||34.0|13.0
Sarria|27057|565.0|8.0|178.0|19.0|109.0|98.0|156.0|57.0|59.0|1249.0|397.0
Sarrià de Ter|17186|141.0|5.0|42.0|7.0|36.0|37.0|43.0|26.0|13.0|350.0|131.0
Sarrión|44210|35.0||6.0||7.0|||||66.0|18.0
Sarroca de Bellera|25201||||||||||15.0|
Sarroca de Lleida|25200||||||||||20.0|
Sartaguda|31223|38.0||13.0||14.0|||||88.0|23.0
Sartajada|45159||||||||||6.0|
Sasamón|9363||||||||||78.0|
Saucedilla|10173||||||||||29.0|
Saucejo, El|41090|112.0||30.0||18.0|||||211.0|51.0
Saucelle|37302||||||||||10.0|
Sauquillo de Cabezas|40192||||||||||11.0|
Saus, Camallera i Llampaies|17187||||||||||79.0|
Sauzal, El|38041|182.0|10.0|71.0|11.0|25.0|64.0|97.0|11.0|62.0|533.0|255.0
Saviñao, O|27058|95.0||51.0||43.0|||||245.0|56.0
Sax|3123|194.0|8.0|57.0|12.0|124.0|53.0|54.0|30.0|37.0|569.0|194.0
Sayalonga|29086|35.0||18.0||7.0|||||84.0|24.0
Sayatón|19252||||||||||4.0|
Sebúlcor|40193||||||||||30.0|
Seca, La|47158|24.0||12.0||16.0|||||64.0|12.0
Secastilla|22214||||||||||14.0|
Secuita, La|43144|37.0||20.0||5.0|||||99.0|37.0
Sedaví|46223|263.0|6.0|78.0|23.0|52.0|66.0|96.0|34.0|35.0|653.0|260.0
Sedella|29087||||||||||24.0|
Sediles|50242||||||||||4.0|
Segart|46224||||||||||12.0|
Segorbe|12104|291.0|10.0|82.0|21.0|66.0|76.0|82.0|39.0|60.0|727.0|288.0
Segovia|40194|1253.0|44.0|493.0|89.0|144.0|399.0|635.0|167.0|304.0|3528.0|1638.0
Segura|20070|21.0||5.0||8.0|||||60.0|26.0
Segura de León|6124|56.0||16.0||10.0|||||100.0|18.0
Segura de Toro|10174||||||||||8.0|
Segura de la Sierra|23081|63.0||10.0||10.0|||||115.0|32.0
Segurilla|45160|20.0||15.0||7.0|||||58.0|16.0
Seira|22215||||||||||8.0|
Selaya|39082|55.0||44.0||12.0|||||153.0|42.0
Sella|3124||||||||||42.0|
Sellent|46225||||||||||14.0|
Selva|7058|104.0||50.0||20.0|||||303.0|129.0
Selva de Mar, La|17188||||||||||9.0|
Selva del Camp, La|43145|122.0|4.0|68.0|7.0|42.0|38.0|69.0|22.0|26.0|398.0|166.0
Sena|22217||||||||||19.0|
Sena de Luna|24164||||||||||10.0|
Senan|43146||||||||||4.0|
Sencelles|7047|74.0||45.0||20.0|||||271.0|132.0
Senija|3125||||||||||55.0|
Senterada|25202||||||||||13.0|
Sentiu de Sió, La|25035||||||||||32.0|
Sentmenat|8267|283.0|9.0|118.0|10.0|153.0|62.0|108.0|39.0|55.0|837.0|283.0
Senyera|46227|19.0||20.0||4.0|||||59.0|16.0
Senés|4082||||||||||5.0|
Sepúlveda|40195||||||||||99.0|
Sequera de Fresno|40196||||||||||4.0|
Sequeros|37305||||||||||17.0|
Serinyà|17190|25.0||17.0||7.0|||||90.0|41.0
Serna del Monte, La|28138||||||||||7.0|
Serna, La|34175||||||||||10.0|
Serra|46228|57.0||44.0||10.0|||||225.0|114.0
Serra de Daró|17191||||||||||35.0|
Serrada|47159|27.0||17.0||11.0|||||72.0|17.0
Serrada, La|5232||||||||||4.0|
Serradilla|10175|25.0||15.0||6.0|||||61.0|15.0
Serradilla del Arroyo|37306||||||||||10.0|
Serradilla del Llano|37307||||||||||6.0|
Serranillos|5233||||||||||20.0|
Serranillos del Valle|28140|163.0||67.0||36.0|||||396.0|130.0
Serratella, la|12103||||||||||6.0|
Serrejón|10176||||||||||14.0|
Seròs|25204|46.0||19.0||12.0|||||118.0|41.0
Serón|4083|48.0||15.0||20.0|||||124.0|41.0
Serón de Nágima|42171||||||||||11.0|
Sesa|22220||||||||||8.0|
Seseña|45161|666.0|22.0|241.0|26.0|113.0|147.0|199.0|51.0|83.0|1548.0|528.0
Sesma|31224|25.0||8.0||9.0|||||63.0|21.0
Sestao|48084|488.0|14.0|210.0|12.0|36.0|125.0|109.0|12.0|64.0|1070.0|336.0
Sestrica|50243||||||||||13.0|
Sesué|22221||||||||||16.0|
Setcases|17192||||||||||30.0|
Setenil de las Bodegas|11034|86.0||27.0||12.0|||||158.0|33.0
Setiles|19255||||||||||6.0|
Seu d'Urgell, La|25203|391.0|24.0|141.0|22.0|52.0|101.0|157.0|111.0|88.0|1087.0|503.0
Seva|8269|105.0||53.0||39.0|||||336.0|139.0
Sevilla|41091|16811.0|1070.0|3605.0|1501.0|1757.0|4800.0|12597.0|3221.0|5611.0|50973.0|28800.0
Sevilla la Nueva|28141|213.0|28.0|103.0|24.0|34.0|74.0|126.0|32.0|80.0|714.0|364.0
Sevilleja de la Jara|45162||||||||||36.0|
Sidamon|25205||||||||||44.0|
Siero|33066|1569.0|38.0|529.0|81.0|315.0|441.0|571.0|195.0|294.0|4033.0|1620.0
Sierra Engarcerán|12105||||||||||81.0|
Sierra de Fuentes|10177|48.0||26.0||4.0|||||107.0|29.0
Sierra de Luna|50244||||||||||11.0|
Sierra de Yeguas|29088|99.0||23.0||20.0|||||192.0|50.0
Sierro|4084||||||||||11.0|
Siete Aguas|46229|31.0||14.0||10.0|||||84.0|29.0
Siete Iglesias de Trabancos|47160||||||||||19.0|
Sieteiglesias de Tormes|37310||||||||||6.0|
Sigüenza|19257|159.0||69.0||26.0|||||346.0|92.0
Siles|23082|65.0||21.0||9.0|||||124.0|29.0
Silla|46230|453.0|21.0|142.0|31.0|166.0|103.0|171.0|54.0|77.0|1218.0|457.0
Silleda|36052|341.0||126.0|19.0|65.0|61.0|80.0||35.0|747.0|215.0
Silos, Los|38042|87.0||29.0||14.0|||||217.0|87.0
Sils|17193|168.0|4.0|57.0|7.0|37.0|75.0|54.0|29.0|23.0|454.0|192.0
Simancas|47161|128.0|5.0|33.0|23.0|15.0|43.0|121.0|22.0|56.0|446.0|270.0
Simat de la Valldigna|46231|70.0||26.0||7.0|||||150.0|47.0
Sinarcas|46232|24.0||5.0||9.0|||||46.0|8.0
Sineu|7060|108.0||68.0||35.0|||||358.0|147.0
Sinlabajos|5235||||||||||7.0|
Siruela|6125|54.0||9.0||14.0|||||104.0|27.0
Sisante|16198|53.0||15.0||11.0|||||115.0|36.0
Sitges|8270|1015.0|81.0|273.0|60.0|83.0|285.0|843.0|326.0|341.0|3307.0|1936.0
Siurana|17052||||||||||19.0|
Siétamo|22222||||||||||37.0|
Soba|39083|31.0|||||||||54.0|11.0
Sober|27059|36.0||25.0||25.0|||||120.0|34.0
Sobradiel|50247|22.0||8.0||14.0|||||70.0|26.0
Sobradillo|37311||||||||||11.0|
Sobrado|15080|54.0||20.0||8.0|||||100.0|18.0
Sobrado|24165||||||||||12.0|
Sobremunt|8271||||||||||7.0|
Sobrescobio|33067||||||||||41.0|
Socovos|2072|56.0||14.0||15.0|||||102.0|17.0
Socuéllamos|13078|368.0|5.0|142.0|26.0|75.0|82.0|133.0|27.0|41.0|899.0|314.0
Sojuela|26143||||||||||35.0|
Solana de Rioalmar|5237||||||||||8.0|
Solana de los Barros|6126|63.0||24.0||9.0|||||115.0|19.0
Solana de Ávila|5236||||||||||5.0|
Solana del Pino|13080||||||||||18.0|
Solana, La|13079|369.0|5.0|164.0|11.0|102.0|76.0|58.0|12.0|33.0|830.0|195.0
Soleràs, El|25206||||||||||11.0|
Solivella|43147||||||||||33.0|
Sollana|46233|107.0||59.0||37.0|||||296.0|93.0
Solosancho|5238||||||||||33.0|
Solsona|25207|296.0|10.0|142.0|7.0|70.0|91.0|130.0|56.0|54.0|856.0|348.0
Solórzano|39084|25.0|||||||||56.0|16.0
Somiedo|33068|36.0|||||||||68.0|21.0
Somontín|4085||||||||||16.0|
Somosierra|28143||||||||||5.0|
Somozas, As|15081|16.0||13.0||5.0|||||51.0|17.0
Son Servera|7062|282.0|7.0|145.0|15.0|19.0|66.0|117.0|48.0|41.0|740.0|294.0
Sondika|48904|197.0||63.0||75.0|||||455.0|120.0
Soneja|12106|30.0||15.0||10.0|||||88.0|33.0
