qid|tags
Q24050568|['job_opportunities', 'good_food', 'for_young_people']
Q31925679|['job_opportunities', 'good_food', 'for_young_people']
Q88185451|['job_opportunities', 'good_food', 'for_young_people']
Q8745|['job_opportunities', 'good_english', 'camping', 'good_business', 'for_young_people']
Q968623|['job_opportunities', 'good_english', 'camping', 'good_business', 'for_young_people']
Q6161908|['job_opportunities', 'good_english', 'camping', 'good_business', 'for_young_people']
Q15553|['job_opportunities']
Q23992018|['job_opportunities']
Q10305|['job_opportunities', 'good_for_hiking', 'good_food', 'good_english', 'good_business', 'for_young_people']
Q8066573|['job_opportunities', 'good_for_hiking', 'good_food', 'good_english', 'good_business', 'for_young_people']
Q30602880|['job_opportunities', 'good_for_hiking', 'good_food', 'good_english', 'good_business', 'for_young_people']
Q58214320|['job_opportunities', 'good_for_hiking', 'good_food', 'good_english', 'good_business', 'for_young_people']
Q86572389|['job_opportunities', 'good_for_hiking', 'good_food', 'good_english', 'good_business', 'for_young_people']
Q97641602|['job_opportunities', 'good_for_hiking', 'good_food', 'good_english', 'good_business', 'for_young_people']
Q200201|['job_opportunities', 'good_business']
Q12225|['job_opportunities', 'interesting_historic_buildings', 'good_food', 'good_english', 'good_business', 'for_young_people']
Q1020559|['job_opportunities', 'interesting_historic_buildings', 'good_food', 'good_english', 'good_business', 'for_young_people']
Q6937568|['job_opportunities', 'interesting_historic_buildings', 'good_food', 'good_english', 'good_business', 'for_young_people']
Q31918779|['job_opportunities', 'interesting_historic_buildings', 'good_food', 'good_english', 'good_business', 'for_young_people']
Q58214212|['job_opportunities', 'interesting_historic_buildings', 'good_food', 'good_english', 'good_business', 'for_young_people']
Q65806402|['job_opportunities', 'interesting_historic_buildings', 'good_food', 'good_english', 'good_business', 'for_young_people']
Q15098|['interesting_historic_buildings', 'good_for_climbing', 'good_food', 'good_english']
Q5192583|['interesting_historic_buildings', 'good_for_climbing', 'good_food', 'good_english']
Q24011583|['interesting_historic_buildings', 'good_for_climbing', 'good_food', 'good_english']
Q38252140|['interesting_historic_buildings', 'good_for_climbing', 'good_food', 'good_english']
Q58214085|['interesting_historic_buildings', 'good_for_climbing', 'good_food', 'good_english']
Q88182545|['interesting_historic_buildings', 'good_for_climbing', 'good_food', 'good_english']
Q97629937|['interesting_historic_buildings', 'good_for_climbing', 'good_food', 'good_english']
Q5836|['interesting_historic_buildings', 'good_for_hiking', 'good_english', 'camping']
Q7814141|['interesting_historic_buildings', 'good_for_hiking', 'good_english', 'camping']
Q38252138|['interesting_historic_buildings', 'good_for_hiking', 'good_english', 'camping']
Q58214299|['interesting_historic_buildings', 'good_for_hiking', 'good_english', 'camping']
Q88185449|['interesting_historic_buildings', 'good_for_hiking', 'good_english', 'camping']
Q8851|['interesting_historic_buildings', 'good_for_hiking', 'good_food', 'good_english', 'camping', 'skydiving', 'good_business', 'for_young_people']
Q5680327|['interesting_historic_buildings', 'good_for_hiking', 'good_food', 'good_english', 'camping', 'skydiving', 'good_business', 'for_young_people']
Q28452108|['interesting_historic_buildings', 'good_for_hiking', 'good_food', 'good_english', 'camping', 'skydiving', 'good_business', 'for_young_people']
Q58214180|['interesting_historic_buildings', 'good_for_hiking', 'good_food', 'good_english', 'camping', 'skydiving', 'good_business', 'for_young_people']
Q7038|['interesting_historic_buildings', 'good_english', 'camping']
Q2606185|['interesting_historic_buildings', 'good_english', 'camping']
Q5564804|['interesting_historic_buildings', 'good_english', 'camping']
Q24932380|['interesting_historic_buildings', 'good_english', 'camping']
Q58214114|['interesting_historic_buildings', 'good_english', 'camping']
Q88862629|['interesting_historic_buildings', 'good_english', 'camping']
Q99459677|['interesting_historic_buildings', 'good_english', 'camping']
Q15688|['interesting_historic_buildings']
Q8077017|['interesting_historic_buildings']
Q38252142|['interesting_historic_buildings']
Q55695431|['interesting_historic_buildings']
Q88185440|['interesting_historic_buildings']
Q9580|['interesting_historic_buildings', 'good_food', 'good_english', 'good_business', 'for_young_people']
Q4998668|['interesting_historic_buildings', 'good_food', 'good_english', 'good_business', 'for_young_people']
Q38252143|['interesting_historic_buildings', 'good_food', 'good_english', 'good_business', 'for_young_people']
Q58214034|['interesting_historic_buildings', 'good_food', 'good_english', 'good_business', 'for_young_people']
Q88182508|['interesting_historic_buildings', 'good_food', 'good_english', 'good_business', 'for_young_people']
Q15699|['interesting_historic_buildings', 'good_for_hiking', 'good_food', 'camping', 'for_young_people']
Q1118661|['interesting_historic_buildings', 'good_for_hiking', 'good_food', 'camping', 'for_young_people']
Q6538224|['interesting_historic_buildings', 'good_for_hiking', 'good_food', 'camping', 'for_young_people']
Q23995893|['interesting_historic_buildings', 'good_for_hiking', 'good_food', 'camping', 'for_young_people']
Q32963587|['interesting_historic_buildings', 'good_for_hiking', 'good_food', 'camping', 'for_young_people']
Q38252144|['interesting_historic_buildings', 'good_for_hiking', 'good_food', 'camping', 'for_young_people']
Q53024505|['interesting_historic_buildings', 'good_for_hiking', 'good_food', 'camping', 'for_young_people']
Q58214155|['interesting_historic_buildings', 'good_for_hiking', 'good_food', 'camping', 'for_young_people']
Q97601948|['interesting_historic_buildings', 'good_for_hiking', 'good_food', 'camping', 'for_young_people']
Q110747617|['interesting_historic_buildings', 'good_for_hiking', 'good_food', 'camping', 'for_young_people']
Q8717|['interesting_historic_buildings', 'good_for_hiking', 'good_english', 'camping', 'good_business']
Q7458064|['interesting_historic_buildings', 'good_for_hiking', 'good_english', 'camping', 'good_business']
Q28452102|['interesting_historic_buildings', 'good_for_hiking', 'good_english', 'camping', 'good_business']
Q31924454|['interesting_historic_buildings', 'good_for_hiking', 'good_english', 'camping', 'good_business']
Q58214271|['interesting_historic_buildings', 'good_for_hiking', 'good_english', 'camping', 'good_business']
Q14314|['interesting_historic_buildings', 'good_english', 'camping']
Q23992507|['interesting_historic_buildings', 'good_english', 'camping']
Q14317|['interesting_historic_buildings', 'good_for_hiking', 'good_english', 'camping', 'good_business', 'for_young_people']
Q1422536|['interesting_historic_buildings', 'good_for_hiking', 'good_english', 'camping', 'good_business', 'for_young_people']
Q21414421|['interesting_historic_buildings', 'good_for_hiking', 'good_english', 'camping', 'good_business', 'for_young_people']
Q44930836|['interesting_historic_buildings', 'good_for_hiking', 'good_english', 'camping', 'good_business', 'for_young_people']
Q54104390|['interesting_historic_buildings', 'good_for_hiking', 'good_english', 'camping', 'good_business', 'for_young_people']
Q11959|['interesting_historic_buildings', 'good_for_sailing', 'good_for_hiking', 'best_beaches', 'best_beaches', 'good_english', 'good_business', 'for_young_people']
Q939475|['interesting_historic_buildings', 'good_for_sailing', 'good_for_hiking', 'best_beaches', 'best_beaches', 'good_english', 'good_business', 'for_young_people']
Q2836483|['interesting_historic_buildings', 'good_for_sailing', 'good_for_hiking', 'best_beaches', 'best_beaches', 'good_english', 'good_business', 'for_young_people']
Q30601105|['interesting_historic_buildings', 'good_for_sailing', 'good_for_hiking', 'best_beaches', 'best_beaches', 'good_english', 'good_business', 'for_young_people']
Q58214005|['interesting_historic_buildings', 'good_for_sailing', 'good_for_hiking', 'best_beaches', 'best_beaches', 'good_english', 'good_business', 'for_young_people']
Q88182497|['interesting_historic_buildings', 'good_for_sailing', 'good_for_hiking', 'best_beaches', 'best_beaches', 'good_english', 'good_business', 'for_young_people']
Q88182584|['interesting_historic_buildings', 'good_for_hiking', 'good_food', 'camping']
Q64485436|['interesting_historic_buildings']
Q250746|['best_for_expats']
Q488895|['best_for_expats', 'good_healthcare', 'socialize', 'good_for_families', 'beautiful_nature']
Q24012607|['best_for_expats', 'good_healthcare', 'socialize', 'good_for_families', 'beautiful_nature']
Q1624129|['best_for_expats']
Q24012623|['best_for_expats']
Q1630355|['best_for_expats', 'good_healthcare']
Q24012611|['best_for_expats', 'good_healthcare']
Q1647722|['best_for_expats', 'socialize']
Q24012617|['best_for_expats', 'socialize']
Q28119555|['best_for_expats', 'good_internet']
Q1624009|['best_for_expats', 'good_healthcare']
Q24012641|['best_for_expats', 'good_healthcare']
Q1630306|['best_for_expats']
Q492741|['best_for_expats']
Q24012567|['best_for_expats']
Q846149|['best_for_expats']
Q31910595|['best_for_expats']
Q1110418|['best_for_expats', 'clean']
Q24012608|['best_for_expats', 'clean']
Q1624023|['best_for_expats']
Q24012584|['best_for_expats']
Q913492|['best_for_expats', 'clean']
Q24012589|['best_for_expats', 'clean']
Q1630141|['best_for_expats', 'good_healthcare']
Q24012574|['best_for_expats', 'good_healthcare']
Q24019149|['best_for_expats']
Q108064416|['best_for_expats']
Q1349520|['good_internet', 'best_beaches', 'no_mosquitos', 'retire']
Q62122510|['good_internet', 'best_beaches', 'no_mosquitos', 'retire']
Q983550|['good_internet']
Q436491|['good_internet', 'best_beaches', 'retire', 'retire']
Q984403|['good_internet']
Q23978009|['good_internet']
Q1749271|['good_internet']
Q842224|['good_internet', 'good_for_sailing', 'best_beaches']
Q1646107|['good_internet']
Q24008515|['good_internet']
Q28121459|['good_internet']
Q961966|['good_internet']
Q28121201|['good_internet']
Q99509677|['good_internet']
Q1990945|['good_internet']
Q2834823|['good_internet']
Q5964285|['good_internet']
Q23498982|['good_internet']
Q28121510|['good_internet']
Q28712378|['good_internet']
Q47181636|['good_internet']
Q47538895|['good_internet']
Q55389706|['good_internet']
Q61914256|['good_internet']
Q97616749|['good_internet']
Q97638179|['good_internet']
Q97648388|['good_internet']
Q1983327|['good_internet']
Q487786|['good_internet']
Q24008496|['good_internet']
Q956513|['good_internet']
Q24009366|['good_internet']
Q606240|['good_internet']
Q24008545|['good_internet']
Q2074405|['good_internet']
Q257707|['good_internet', 'good_for_sailing']
Q23979215|['good_internet', 'good_for_sailing']
Q1753061|['good_internet']
Q1763714|['good_internet']
Q1770942|['good_internet']
Q24008414|['good_internet']
Q1637136|['good_internet']
Q1649406|['good_internet']
Q23987828|['good_internet']
Q624511|['good_healthcare', 'socialize']
Q24013513|['good_healthcare', 'socialize']
Q1012961|['good_healthcare', 'no_mosquitos']
Q2880694|['good_healthcare', 'no_mosquitos']
Q97631902|['good_healthcare', 'no_mosquitos']
Q107986866|['good_healthcare', 'no_mosquitos']
Q518339|['good_healthcare', 'good_for_climbing', 'good_for_hiking', 'camping']
Q24013274|['good_healthcare', 'good_for_climbing', 'good_for_hiking', 'camping']
Q1453000|['good_healthcare', 'clean', 'socialize']
Q24012605|['good_healthcare', 'clean', 'socialize']
Q922378|['good_healthcare', 'clean', 'bird_watching', 'good_for_families']
Q24012597|['good_healthcare', 'clean', 'bird_watching', 'good_for_families']
Q916664|['good_healthcare']
Q24011940|['good_healthcare']
Q911202|['good_healthcare', 'socialize']
Q13150|['good_healthcare', 'good_for_families']
Q24012569|['good_healthcare', 'good_for_families']
Q1751469|['good_healthcare']
Q24012352|['good_healthcare']
Q140203|['good_healthcare']
Q24009432|['good_healthcare']
Q1635711|['good_healthcare']
Q4663410|['good_healthcare']
Q24012559|['good_healthcare']
Q695488|['good_healthcare', 'good_for_climbing']
Q24015194|['good_healthcare', 'good_for_climbing']
Q1613282|['good_healthcare']
Q97647667|['good_healthcare']
Q97647674|['good_healthcare']
Q564597|['good_healthcare']
Q24013943|['good_healthcare']
Q97605339|['good_healthcare']
Q954556|['good_healthcare']
Q24012555|['good_healthcare']
Q486792|['good_healthcare', 'no_mosquitos']
Q31910934|['good_healthcare', 'no_mosquitos']
Q490472|['good_healthcare']
Q1902704|['good_healthcare']
Q24011617|['good_healthcare']
Q1313139|['good_healthcare']
Q24012551|['good_healthcare']
Q205081|['good_for_sailing']
Q6681852|['good_for_sailing']
Q28119775|['good_for_sailing']
Q23984892|['good_for_sailing']
Q927965|['good_for_sailing']
Q249941|['good_for_sailing']
Q24012557|['good_for_sailing']
Q913277|['good_for_sailing']
Q24012543|['good_for_sailing']
Q97628785|['good_for_sailing']
Q47571|['good_for_sailing']
Q24012545|['good_for_sailing']
Q162615|['good_for_sailing', 'good_business']
Q2058037|['good_for_sailing', 'good_business']
Q31914790|['good_for_sailing', 'good_business']
Q65805957|['good_for_sailing', 'good_business']
Q736926|['good_for_sailing', 'clean']
Q24013487|['good_for_sailing', 'clean']
Q15907|['good_for_sailing', 'clean']
Q24011932|['good_for_sailing', 'clean']
Q29044|['good_for_climbing']
Q1014194|['good_for_climbing']
Q107062092|['good_for_climbing']
Q1020512|['good_for_climbing']
Q11935388|['good_for_climbing']
Q23995578|['good_for_climbing']
Q3573089|['good_for_climbing']
Q15487|['good_for_climbing']
Q24002636|['good_for_climbing']
Q768433|['good_for_climbing']
Q2269972|['good_for_climbing']
Q1132904|['good_for_climbing', 'bird_watching']
Q3106788|['good_for_climbing']
Q1646385|['good_for_climbing', 'no_mosquitos']
Q24016615|['good_for_climbing', 'no_mosquitos']
Q3553510|['good_for_climbing']
Q984642|['good_for_climbing']
Q24013398|['good_for_climbing']
Q5695212|['good_for_surfing', 'good_for_surfing', 'good_for_surfing', 'good_for_surfing', 'good_for_surfing']
Q97635825|['good_for_surfing', 'good_for_surfing', 'good_for_surfing', 'good_for_surfing', 'good_for_surfing']
Q832984|['good_for_surfing', 'good_for_surfing']
Q24011947|['good_for_surfing', 'good_for_surfing']
Q468205|['good_for_surfing', 'good_for_surfing', 'good_for_surfing']
Q24024578|['good_for_surfing', 'good_for_surfing', 'good_for_surfing']
Q97620523|['good_for_surfing', 'good_for_surfing', 'good_for_surfing']
Q97620531|['good_for_surfing', 'good_for_surfing', 'good_for_surfing', 'clean', 'good_for_families']
Q13154|['good_for_surfing', 'good_for_surfing', 'good_for_surfing', 'clean', 'skydiving']
Q4119062|['good_for_surfing', 'good_for_surfing', 'good_for_surfing', 'clean', 'skydiving']
Q1141172|['good_for_hiking']
Q8692|['good_for_hiking', 'good_english', 'camping', 'good_business', 'for_young_people']
Q2479784|['good_for_hiking', 'good_english', 'camping', 'good_business', 'for_young_people']
Q31913753|['good_for_hiking', 'good_english', 'camping', 'good_business', 'for_young_people']
Q5198921|['good_for_hiking', 'good_food', 'camping', 'good_business']
Q97605325|['good_for_hiking', 'good_food', 'camping', 'good_business']
Q107993863|['good_for_hiking', 'good_food', 'camping', 'good_business']
Q502975|['good_for_hiking', 'good_food']
Q24013418|['good_for_hiking', 'good_food']
Q11967|['good_for_hiking', 'good_english']
Q5929316|['good_for_hiking', 'good_english']
Q30602876|['good_for_hiking', 'good_english']
Q31916975|['good_for_hiking', 'good_english']
Q75170261|['good_for_hiking', 'good_english']
Q88182580|['good_for_hiking', 'good_english']
Q14336|['good_for_hiking', 'bird_watching']
Q7705300|['good_for_hiking', 'bird_watching']
Q30602877|['good_for_hiking', 'bird_watching']
Q55868696|['good_for_hiking', 'bird_watching']
Q58214292|['good_for_hiking', 'bird_watching']
Q88182637|['good_for_hiking', 'bird_watching']
Q495380|['good_food']
Q24013980|['good_food']
Q15682|['good_food', 'good_business', 'for_young_people']
Q630752|['good_food', 'good_business', 'for_young_people']
Q2887470|['good_food', 'good_business', 'for_young_people']
Q5202314|['good_food', 'good_business', 'for_young_people']
Q28452103|['good_food', 'good_business', 'for_young_people']
Q31915930|['good_food', 'good_business', 'for_young_people']
Q58214045|['good_food', 'good_business', 'for_young_people']
Q88182532|['good_food', 'good_business', 'for_young_people']
Q642046|['good_food']
Q15093|['good_food']
Q5124161|['good_food']
Q38252139|['good_food']
Q56241563|['good_food']
Q58214072|['good_food']
Q88182540|['good_food']
Q2807|['good_food', 'good_english', 'skydiving', 'good_business', 'for_young_people']
Q15626|['good_food', 'good_english', 'skydiving', 'good_business', 'for_young_people']
Q3276228|['good_food', 'good_english', 'skydiving', 'good_business', 'for_young_people']
Q6728617|['good_food', 'good_english', 'skydiving', 'good_business', 'for_young_people']
Q16599971|['good_food', 'good_english', 'skydiving', 'good_business', 'for_young_people']
Q38602061|['good_food', 'good_english', 'skydiving', 'good_business', 'for_young_people']
Q666891|['best_beaches']
Q187978|['best_beaches', 'on_island', 'clean']
Q28121001|['best_beaches', 'on_island', 'clean']
Q102064152|['best_beaches', 'on_island', 'clean']
Q1948562|['best_beaches', 'on_island']
Q28121037|['best_beaches', 'on_island']
Q28120447|['best_beaches', 'best_beaches', 'best_beaches']
Q14328|['best_beaches', 'best_beaches', 'best_beaches', 'on_island', 'clean', 'good_english', 'good_business']
Q7419451|['best_beaches', 'best_beaches', 'best_beaches', 'on_island', 'clean', 'good_english', 'good_business']
Q24014650|['best_beaches', 'best_beaches', 'best_beaches', 'on_island', 'clean', 'good_english', 'good_business']
Q32979615|['best_beaches', 'best_beaches', 'best_beaches', 'on_island', 'clean', 'good_english', 'good_business']
Q88182628|['best_beaches', 'best_beaches', 'best_beaches', 'on_island', 'clean', 'good_english', 'good_business']
Q1026636|['on_island']
Q28120998|['on_island']
Q367766|['on_island']
Q1324017|['on_island']
Q107031677|['on_island']
Q987649|['on_island']
Q2434144|['on_island']
Q6118444|['on_island']
Q6118453|['on_island']
Q66123046|['on_island']
Q97627433|['on_island']
Q97627457|['on_island']
Q97631527|['on_island']
Q99510729|['on_island']
Q2253753|['on_island']
Q23978858|['on_island']
Q6078387|['on_island']
Q25413571|['on_island']
Q1759824|['on_island']
Q65965307|['on_island']
Q699830|['on_island']
Q2743514|['on_island']
Q8204945|['on_island']
Q8204947|['on_island']
Q12254126|['on_island']
Q14122028|['on_island']
Q380019|['on_island']
Q1530774|['on_island', 'clean']
Q23979177|['on_island']
Q433986|['on_island']
Q24019150|['on_island']
Q953876|['on_island', 'clean']
Q20018122|['on_island', 'clean']
Q24014651|['on_island', 'clean']
Q698246|['on_island']
Q943431|['on_island']
Q24014657|['on_island']
Q765879|['on_island']
Q24014655|['on_island']
Q383213|['on_island']
Q398588|['on_island']
Q24019156|['on_island']
Q5766666|['on_island']
Q1012415|['on_island']
Q5909830|['on_island']
Q6118274|['on_island']
Q9006970|['on_island']
Q13148008|['on_island']
Q14912622|['on_island']
Q28120877|['on_island']
Q97620109|['on_island']
Q97630355|['on_island']
Q106595800|['on_island']
Q110164771|['on_island']
Q430147|['on_island']
Q24013876|['on_island']
Q23979162|['on_island']
Q716384|['on_island']
Q23986018|['on_island']
Q503094|['clean', 'beautiful_nature']
Q20619434|['clean', 'beautiful_nature']
Q24012265|['clean', 'beautiful_nature']
Q1036287|['clean']
Q5351384|['clean']
Q48851504|['clean']
Q105967|['clean']
Q6462787|['clean']
Q48851511|['clean']
Q201689|['clean']
Q549161|['clean']
Q5964610|['clean']
Q17616298|['clean']
Q22678670|['clean']
Q46593019|['clean']
Q48851517|['clean']
Q433632|['clean']
Q434123|['clean', 'beautiful_nature']
Q779538|['clean', 'beautiful_nature']
Q97638641|['clean', 'beautiful_nature']
Q915283|['clean']
Q24014648|['clean']
Q594961|['clean']
Q24014661|['clean']
Q682964|['clean']
Q741749|['clean']
Q24011945|['clean']
Q920126|['clean']
Q110622324|['clean']
Q1641642|['clean']
Q1015117|['clean']
Q106990774|['clean']
Q1640239|['clean']
Q5896410|['clean']
Q8779886|['clean']
Q31844067|['clean']
Q97634224|['clean']
Q501077|['clean']
Q504598|['clean']
Q1447391|['clean']
Q24014354|['clean']
Q13156|['clean']
Q24011707|['clean']
Q1645078|['clean']
Q3338364|['clean']
Q23982169|['clean']
Q662224|['clean', 'socialize']
Q23982243|['clean', 'socialize']
Q97631535|['clean', 'socialize']
Q586018|['clean']
Q24014346|['clean']
Q23042|['clean']
Q24020094|['clean']
Q97620534|['clean']
Q846153|['clean']
Q12398092|['clean']
Q12399766|['clean']
Q23980419|['clean']
Q43179034|['clean']
Q110670969|['clean']
Q918623|['clean', 'socialize']
Q492737|['clean']
Q24012560|['clean']
Q12292|['clean']
Q1647726|['clean']
Q24012566|['clean']
Q949909|['clean']
Q24012563|['clean']
Q24012565|['clean']
Q1624040|['clean']
Q24012564|['clean']
Q910645|['clean']
Q931116|['clean']
Q24012532|['clean']
Q1434993|['good_english', 'good_business']
Q1492|['good_english', 'good_business', 'for_young_people']
Q4859840|['good_english', 'good_business', 'for_young_people']
Q28496610|['good_english', 'good_business', 'for_young_people']
Q31913048|['good_english', 'good_business', 'for_young_people']
Q58214028|['good_english', 'good_business', 'for_young_people']
Q99459734|['good_english', 'good_business', 'for_young_people']
Q15090|['good_english']
Q6661991|['good_english']
Q23995898|['good_english']
Q24932382|['good_english']
Q58214164|['good_english']
Q99459716|['good_english']
Q15095|['good_english']
Q21402519|['good_english']
Q24008386|['good_english']
Q38252137|['good_english']
Q56822774|['good_english']
Q58213998|['good_english']
Q88182495|['good_english']
Q12164|['good_english']
Q24013138|['good_english']
Q8757|['good_english']
Q436147|['good_english']
Q4656117|['good_english']
Q6063659|['good_english']
Q28452118|['good_english']
Q58213651|['good_english']
Q88185443|['good_english']
Q578081|['no_mosquitos', 'socialize']
Q1616151|['no_mosquitos']
Q695375|['no_mosquitos']
Q24014192|['no_mosquitos']
Q107986838|['no_mosquitos']
Q5903727|['no_mosquitos']
Q1764548|['no_mosquitos']
Q605265|['no_mosquitos']
Q54877|['no_mosquitos']
Q24008445|['no_mosquitos']
Q487352|['no_mosquitos']
Q24015288|['no_mosquitos']
Q1632660|['no_mosquitos']
Q24010170|['no_mosquitos']
Q1605886|['no_mosquitos']
Q679269|['no_mosquitos']
Q24011830|['no_mosquitos']
Q1146785|['no_mosquitos']
Q5846516|['no_mosquitos']
Q6464879|['no_mosquitos']
Q24943100|['no_mosquitos']
Q1630277|['no_mosquitos']
Q24012604|['no_mosquitos']
Q97623584|['no_mosquitos']
Q509056|['no_mosquitos']
Q97631271|['no_mosquitos']
Q917173|['no_mosquitos']
Q1112057|['no_mosquitos']
Q24012547|['no_mosquitos']
Q140520|['no_mosquitos', 'socialize']
Q12743972|['no_mosquitos', 'socialize']
Q63092|['no_mosquitos']
Q5752773|['no_mosquitos']
Q23986680|['no_mosquitos']
Q73362975|['no_mosquitos']
Q1451570|['no_mosquitos']
Q904245|['no_mosquitos']
Q24013478|['no_mosquitos']
Q1442451|['no_mosquitos']
Q24011922|['no_mosquitos']
Q557947|['no_mosquitos']
Q24011387|['no_mosquitos']
Q97603067|['no_mosquitos']
Q554814|['no_mosquitos']
Q24011409|['no_mosquitos']
Q817204|['no_mosquitos']
Q24019979|['no_mosquitos']
Q1629837|['no_mosquitos']
Q1754150|['no_mosquitos']
Q24012636|['no_mosquitos']
Q854403|['no_mosquitos']
Q24011734|['no_mosquitos']
Q695889|['no_mosquitos']
Q24012963|['no_mosquitos']
Q695499|['no_mosquitos']
Q23978607|['no_mosquitos']
Q54780|['no_mosquitos']
Q11304|['no_mosquitos']
Q110616857|['no_mosquitos']
Q671272|['no_mosquitos', 'skydiving']
Q1614671|['bird_watching']
Q24009453|['bird_watching']
Q1248474|['bird_watching']
Q24012577|['bird_watching']
Q965140|['bird_watching']
Q24016554|['bird_watching']
Q1088937|['bird_watching']
Q28119598|['bird_watching']
Q108060257|['bird_watching']
Q108060258|['bird_watching']
Q2019929|['bird_watching']
Q26955|['bird_watching']
Q108063784|['bird_watching']
Q108063786|['bird_watching']
Q110689055|['bird_watching']
Q53711|['bird_watching']
Q109560987|['bird_watching']
Q1543751|['bird_watching']
Q2651680|['bird_watching']
Q21527341|['bird_watching']
Q108063970|['bird_watching']
Q1529769|['bird_watching']
Q2198539|['bird_watching']
Q6127704|['bird_watching']
Q7511639|['bird_watching']
Q7511633|['bird_watching']
Q25620059|['skiing']
Q484717|['skiing']
Q24012689|['skiing']
Q26258786|['skiing']
Q95080|['hipster', 'good_business', 'for_young_people']
Q6492379|['hipster', 'good_business', 'for_young_people']
Q5850583|['hipster']
Q5869740|['hipster']
Q97637497|['hipster']
Q110689261|['hipster']
Q110747580|['hipster']
Q28115925|['hipster']
Q918586|['retire']
Q984531|['retire', 'good_for_families']
Q24008543|['retire', 'good_for_families']
Q12911162|['retire']
Q554265|['socialize']
Q986727|['socialize', 'beautiful_nature']
Q629609|['socialize']
Q23984391|['socialize']
Q1630229|['socialize']
Q24012634|['socialize']
Q593696|['socialize']
Q24011339|['socialize']
Q66112340|['socialize']
Q97629402|['socialize']
Q641669|['socialize']
Q24009277|['socialize']
Q1448460|['socialize']
Q3647037|['socialize']
Q24011936|['socialize']
Q1605609|['socialize']
Q22981997|['socialize']
Q24014350|['socialize']
Q25414181|['socialize']
Q741610|['camping']
Q6839|['camping']
Q24001398|['camping']
Q41726541|['camping']
Q818386|['skydiving']
Q24011953|['skydiving']
Q657738|['skydiving', 'beautiful_nature']
Q575809|['skydiving']
Q24013413|['skydiving']
Q990061|['skydiving']
Q492312|['skydiving']
Q24000962|['skydiving']
Q28120317|['skydiving']
Q52631|['skydiving']
Q473914|['skydiving']
Q2464739|['skydiving']
Q4886725|['skydiving']
Q15249910|['skydiving']
Q30600686|['skydiving']
Q31917011|['skydiving']
Q182432|['skydiving']
Q963387|['skydiving']
Q22678674|['skydiving']
Q48851515|['skydiving']
Q8826|['good_business']
Q32978432|['good_business']
Q15470|['good_business']
Q2536322|['good_business']
Q12258|['good_business']
Q8802|['good_business']
Q10400|['good_business']
Q4733797|['good_business']
Q28452101|['good_business']
Q58214012|['good_business']
Q88182501|['good_business']
Q15468|['good_business']
Q13939|['good_business']
Q17184302|['good_business']
Q107541688|['good_business']
Q484552|['good_business']
Q99151|['good_business']
Q955363|['good_business']
Q7111276|['good_business']
Q28452121|['good_business']
Q58214230|['good_business']
Q489205|['good_business']
Q5813711|['good_business']
Q97635848|['good_business']
Q11492|['good_business']
Q24009568|['good_business']
Q12155|['good_business']
Q7563479|['good_business']
Q38252150|['good_business']
Q56121478|['good_business']
Q58214279|['good_business']
Q88185447|['good_business']
Q917883|['good_business']
Q24012542|['good_business']
Q46940|['good_business']
Q24012786|['good_business']
Q13933|['good_business']
Q23993047|['good_business']
Q13855|['good_business']
Q106869611|['good_business']
Q203040|['good_business']
Q11953|['good_business']
Q5613179|['good_business']
Q12833394|['good_business']
Q38252141|['good_business']
Q58214130|['good_business']
Q88182552|['good_business']
Q54902|['good_business']
Q24012745|['good_business']
Q944119|['good_for_families']
Q24012596|['good_for_families']
Q14323|['for_young_people']
Q31918813|['for_young_people']
Q13816|['beautiful_nature']
Q1880654|['beautiful_nature']
Q950901|['beautiful_nature']
Q24019638|['beautiful_nature']
Q390069|['beautiful_nature']
Q24013887|['beautiful_nature']
Q927668|['beautiful_nature']
Q434192|['beautiful_nature']
Q1632151|['beautiful_nature']
