village_id|postalcodes
GALISANCHO;37|37891
GALLEGOS DE ARGAÑÁN;37|37497
GALLEGOS DE SOLMIRÓN;37|37751
GARCIBUEY;37|37658
GARCIHERNÁNDEZ;37|37810,37874
GARCIRREY;37|37209,37460
GEJUELO DEL BARRO;37|37114
GOLPEJAS;37|37170
GOMECELLO;37|37420
GUADRAMIRO;37|37219
GUIJO DE ÁVILA;37|37774
GUIJUELO;37|37700,37770,37778,37795
HERGUIJUELA DE CIUDAD RODRIGO;37|37510,37516
HERGUIJUELA DE LA SIERRA;37|37617,37619
HERGUIJUELA DEL CAMPO;37|37762
HINOJOSA DE DUERO;37|37230
HORCAJO DE MONTEMAYOR;37|37712
HORCAJO MEDIANERO;37|37638,37860,37862
LA HOYA;37|37716
HUERTA;37|37338,37336
IRUELOS;37|37217
ITUERO DE AZABA;37|37551
JUZBADO;37|37115
LAGUNILLA;37|37724
LARRODRIGO;37|37865
LEDESMA;37|37100,37111,37116,37149
LEDRADA;37|37730
LINARES DE RIOFRÍO;37|37760
LUMBRALES;37|37240
MACOTERA;37|37310
MACHACÓN;37|37893
MADROÑAL;37|37619
EL MAÍLLO;37|37621
MALPARTIDA;37|37313
MANCERA DE ABAJO;37|37315
EL MANZANO;37|37171
MARTIAGO;37|37510
MARTINAMOR;37|37891
MARTÍN DE YELTES;37|37494,37496
MASUECO;37|37251
CASTELLANOS DE VILLIQUERA;37|37185,37797,37798
LA MATA DE LEDESMA;37|37130,37139,37170
MATILLA DE LOS CAÑOS DEL RÍO;37|37450,37453
LA MAYA;37|37780
MEMBRIBE DE LA SIERRA;37|37766
MIEZA;37|37254
EL MILANO;37|37256
MIRANDA DE AZÁN;37|37187
MIRANDA DEL CASTAÑAR;37|37660
MOGARRAZ;37|37610
MOLINILLO;37|37683
MONFORTE DE LA SIERRA;37|37618
MONLEÓN;37|37765
MONLERAS;37|37171
MONSAGRO;37|37532
MONTEJO;37|37795
MONTEMAYOR DEL RÍO;37|37727
MONTERRUBIO DE ARMUÑA;37|37798
MONTERRUBIO DE LA SIERRA;37|37788,37781
MORASVERDES;37|37590
MORILLE;37|37183
MORÍÑIGO;37|37337
MORISCOS;37|37430
MORONTA;37|37216,37219,37258
MOZÁRBEZ;37|37183,37186,37197,37796
NARROS DE MATALAYEGUA;37|37452,37609
NAVACARROS;37|37716
NAVA DE BÉJAR;37|37776
NAVA DE FRANCIA;37|37659
NAVA DE SOTROBAL;37|37850
NAVALES;37|37882
NAVALMORAL DE BÉJAR;37|37794
NAVAMORALES;37|37749
NAVARREDONDA DE LA RINCONADA;37|37607
NAVASFRÍAS;37|37542
NEGRILLA DE PALENCIA;37|37799
OLMEDO DE CAMACES;37|37291,37292
LA ORBADA;37|37427,37428
PAJARES DE LA LAGUNA;37|37428
PAJARES DE LA LAGUNA;47|47428
PALACIOS DEL ARZOBISPO;37|37111
PALACIOSRUBIOS;37|37406
PALENCIA DE NEGRILLA;37|37799
PARADA DE ARRIBA;37|37129,37449
PARADA DE RUBIALES;37|37419
PARADINAS DE SAN JUAN;37|37318
PASTORES;37|37510
EL PAYO;37|37524
PEDRAZA DE ALBA;37|37882
PEDROSILLO DE ALBA;37|37871
PEDROSILLO DE LOS AIRES;37|37458,37766,37788,37792
PEDROSILLO EL RALO;37|37427
EL PEDROSO DE LA ARMUÑA;37|37410
PELABRAVO;37|37181
PELARRODRÍGUEZ;37|37209,37493
PELAYOS;37|37787,37891
LA PEÑA;37|37214
PEÑACABALLERA;37|37727
PEÑAPARDA;37|37523
PEÑARANDA DE BRACAMONTE;37|37300
PEÑARANDILLA;37|37820
PERALEJOS DE ABAJO;37|37216
PERALEJOS DE ARRIBA;37|37216
PEREÑA DE LA RIBERA;37|37175
PEROMINGO;37|37791
PINEDAS;37|37712
EL PINO DE TORMES;37|37170
PITIEGUA;37|37490
PIZARRAL;37|37795
POVEDA DE LAS CINTAS;37|37406
POZOS DE HINOJO;37|37216
PUEBLA DE AZABA;37|37552,37553
PUEBLA DE SAN MEDEL;37|37791
PUEBLA DE YELTES;37|37606
PUENTE DEL CONGOSTO;37|37748,37750
PUERTAS;37|37159
PUERTO DE BÉJAR;37|37720,37729
PUERTO SEGURO;37|37488
RÁGAMA;37|37318
LA REDONDA;37|37247
RETORTILLO;37|37219,37495
LA RINCONADA DE LA SIERRA;37|37607
ROBLEDA;37|37521
ROBLIZA DE COJOS;37|37130,37492
ROLLÁN;37|37447
SAELICES EL CHICO;37|37592
LA SAGRADA;37|37465
SALAMANCA;37|37001,37002,37003,37004,37005,37006,37007,37008
SALDEANA;37|37259
SALMORAL;37|37314
SALVATIERRA DE TORMES;37|37779
SAN CRISTÓBAL DE LA CUESTA;37|37439
SANCTI-SPÍRITUS;37|37470,37479
SANCHÓN DE LA RIBERA;37|37217
SANCHÓN DE LA SAGRADA;37|37466
SANCHOTELLO;37|37794
SANDO;37|37460,37467,37468
SAN ESTEBAN DE LA SIERRA;37|37671
SAN FELICES DE LOS GALLEGOS;37|37270
SAN MARTÍN DEL CASTAÑAR;37|37659
SAN MIGUEL DE VALERO;37|37763
SAN MORALES;37|37340
SAN MUÑOZ;37|37208,37640
SAN PEDRO DEL VALLE;37|37170
SAN PEDRO DE ROZADOS;37|37183,37186,37193,37453,37488,37609
SAN PELAYO DE GUAREÑA;37|37110,37111,37799
SANTA MARÍA DE SANDO;37|37468
SANTA MARTA DE TORMES;37|37194,37900
SANTIAGO DE LA PUEBLA;37|37311
SANTIBÁÑEZ DE BÉJAR;37|37740
SANTIBÁÑEZ DE LA SIERRA;37|37670,37682
SANTIZ;37|37110
LOS SANTOS;37|37768
SARDÓN DE LOS FRAILES;37|37172
SAUCELLE;37|37257
EL SAHUGO;37|37510
SEPULCRO-HILARIO;37|37638
SEQUEROS;37|37650
SERRADILLA DEL ARROYO;37|37531,37590
SERRADILLA DEL LLANO;37|37530
LA SIERPE;37|37762,37759
SIETEIGLESIAS DE TORMES;37|37892
SOBRADILLO;37|37246
SORIHUELA;37|37777
SOTOSERRANO;37|37657
TABERA DE ABAJO;37|37130,37460,37491
LA TALA;37|37752
TAMAMES;37|37600,37608,37609
TARAZONA DE GUAREÑA;37|37409
TARDÁGUILA;37|37429
EL TEJADO;37|37749,37440
TEJEDA Y SEGOYUELA;37|37607
TENEBRÓN;37|37590
TERRADILLOS;37|37190,37882,37893
TOPAS;37|37799
TORDILLOS;37|37840
EL TORNADIZO;37|37765
TORRESMENUDAS;37|37110
TRABANCA;37|37173
TREMEDAL DE TORMES;37|37148,37149
VALDECARROS;37|37881
VALDEFUENTES DE SANGUSÍN;37|37680
VALDEHIJADEROS;37|37713
VALDELACASA;37|37791
VALDELAGEVE;37|37724
VALDELOSA;37|37799
VALDEMIERQUE;37|37891
VALDERRODRIGO;37|37256
VALDUNCIEL;37|37798,37799
VALERO;37|37764
VALSALABROSO;37|37214,37217
VALVERDE DE VALDELACASA;37|37791
VALVERDÓN;37|37115,37185
VALLEJERA DE RIOFRÍO;37|37717
VECINOS;37|37450,37452,37453,37456
VEGA DE TIRADOS;37|37115,37170
LAS VEGUILLAS;37|37450,37452,37454,37609
LA VELLÉS;37|37427
VENTOSA DEL RÍO ALMAR;37|37329
LA VÍDOLA;37|37214
VILVESTRE;37|37258
VILLAFLORES;37|37406
VILLAGONZALO DE TORMES;37|37893
VILLALBA DE LOS LLANOS;37|37451,37446
VILLAMAYOR;37|37185
VILLANUEVA DEL CONDE;37|37658
VILLAR DE ARGAÑÁN;37|37497
VILLAR DE CIERVO;37|37488
VILLAR DE GALLIMAZO;37|37320
VILLAR DE LA YEGUA;37|37488,37497
VILLAR DE PERALONSO;37|37147,37148
VILLAR DE SAMANIEGO;37|37217
VILLARES DE LA REINA;37|37184,37189,37798
VILLARES DE YELTES;37|37267
VILLARINO DE LOS AIRES;37|37160,37169,37174
VILLARMAYOR;37|37115,37130,37170
VILLARMUERTO;37|37217
VILLASBUENAS;37|37256
VILLASDARDO;37|37468
VILLASECO DE LOS GAMITOS;37|37114
VILLASECO DE LOS REYES;37|37140,37148,37149,37150,37159
VILLASRUBIAS;37|37522
VILLAVERDE DE GUAREÑA;37|37428
VILLAVIEJA DE YELTES;37|37260
VILLORIA;37|37339
VILLORUELA;37|37338
VITIGUDINO;37|37210,37250
YECLA DE YELTES;37|37219
ZAMARRA;37|37591
ZAMAYÓN;37|37110
ZARAPICOS;37|37170
LA ZARZA DE PUMAREDA;37|37253
ZORITA DE LA FRONTERA;37|37408
ADEJE;38|38615,38660,38670,38677,38678,38679
AGULO;38|38830,38890
ALAJERÓ;38|38810,38811,38812,38813
ARAFO;38|38509,38550
ARICO;38|38580,38588,38589,38592,38593
ARONA;38|38626,38627,38630,38631,38632,38639,38640,38649,38650,38652,38660
BARLOVENTO;38|38726,38727
BREÑA ALTA;38|38710,38712,38713
BREÑA BAJA;38|38711,38712
BUENAVISTA DEL NORTE;38|38479,38480,38489
CANDELARIA;38|38509,38510,38520,38530,38540
FASNIA;38|38570,38579
FRONTERA;38|38911,38912,38913
FUENCALIENTE DE LA PALMA;38|38740,38749
GARACHICO;38|38450,38458,38459,38460,38729
GARAFÍA;38|38728,38787,38788
GRANADILLA DE ABONA;38|38594,38595,38600,38611,38612,38616,38617,38618,38639
LA GUANCHA;38|38440,38441,38449
GUÍA DE ISORA;38|38680,38685,38686,38687,38688,38689
GÜÍMAR;38|38500,38508,38509,38560,38590,38591
HERMIGUA;38|38820,38829,38869,38890
ICOD DE LOS VINOS;38|38430,38434,38438,38439
SAN CRISTÓBAL DE LA LAGUNA;38|38108,38201,38202,38203,38204,38205,38206,38207,38208,38240,38250,38260,38270,38291,38293,38294,38296,38297,38320,38329,38330
LOS LLANOS DE ARIDANE;38|38759,38760,38767,38768,38769
LA MATANZA DE ACENTEJO;38|38370,38379
LA OROTAVA;38|38300,38310,38311,38312,38313,38314,38315
EL PASO;38|38750,38758,38759,38768,38769
PUERTO DE LA CRUZ;38|38400
PUNTAGORDA;38|38789
PUNTALLANA;38|38714,38715
LOS REALEJOS;38|38410,38412,38413,38414,38415,38416,38417,38418,38419
EL ROSARIO;38|38109,38190,38290,38510,38420
SAN ANDRÉS Y SAUCES;38|38720,38729
SAN JUAN DE LA RAMBLA;38|38420,38428,38429
SAN MIGUEL DE ABONA;38|38620,38628,38629,38639
SAN SEBASTIÁN DE LA GOMERA;38|38800,38801,38811
SANTA CRUZ DE LA PALMA;38|38700,38712,38713,38714,38715
SANTA CRUZ DE TENERIFE;38|38001,38002,38003,38004,38005,38006,38007,38008,38009,38010,38107,38108,38110,38111,38120,38129,38130,38139,38140,38150,38160,38170,38180,38294,38320
SANTA ÚRSULA;38|38390,38398,38399
SANTIAGO DEL TEIDE;38|38683,38684,38690
EL SAUZAL;38|38359,38360
LOS SILOS;38|38435,38460,38470,38479
TACORONTE;38|38340,38350,38355,38356,38357,38358
EL TANQUE;38|38435
TAZACORTE;38|38770,38779
TEGUESTE;38|38280,38289,38292,38293,38297
TIJARAFE;38|38780,38789
VALVERDE;38|38900,38910,38915,38916
VALLE GRAN REY;38|38852,38870,38879,38892
VALLEHERMOSO;38|38840,38849,38850,38852,38860,38869,38891
LA VICTORIA DE ACENTEJO;38|38380,38389
VILAFLOR DE CHASNA;38|38613,38614,38615,38629
VILLA DE MAZO;38|38730,38738,38739
EL PINAR DE EL HIERRO;38|38914,38917
ALFOZ DE LLOREDO;39|39320,39329,39525,39526,39539,39590
AMPUERO;39|39840,39849,39850
ANIEVAS;39|39451
ARENAS DE IGUÑA;39|39450,39451
ARGOÑOS;39|39197
ARNUERO;39|39193,39195
ARREDONDO;39|39813
EL ASTILLERO;39|39610,39611,39613
BÁRCENA DE CICERO;39|39760,39761,39790,39791,39796
BÁRCENA DE PIE DE CONCHA;39|39420
BAREYO;39|39170,39190,39191
CABEZÓN DE LA SAL;39|39500,39506,39507,39509,39591,39592
CABEZÓN DE LIÉBANA;39|39571,39573,39574
CABUÉRNIGA;39|39510,39511,39518,39558
CAMALEÑO;39|39582,39586,39587,39588,39589
CAMARGO;39|39600,39608,39609
CAMPOO DE YUSO;39|39290,39291,39292,39293,39294
CARTES;39|39311,39460
CASTAÑEDA;39|39650,39660
CASTRO-URDIALES;39|39700,39706,39707,39708,39709,39780,39798
CIEZA;39|39407
CILLORIGO DE LIÉBANA;39|39580,39583,39584,39585
COLINDRES;39|39750
COMILLAS;39|39520,39528
LOS CORRALES DE BUELNA;39|39400,39408,39460
CORVERA DE TORANZO;39|39680,39682,39697,39699
CAMPOO DE ENMEDIO;39|39200,39212,39213,39291,39491
ENTRAMBASAGUAS;39|39715,39716,39719,39211
ESCALANTE;39|39193,39795
GURIEZO;39|39778,39780,39786,39787,39788,39880
HAZAS DE CESTO;39|39730,39738,39739
HERMANDAD DE CAMPOO DE SUSO;39|39210,39211,39212,39213
HERRERÍAS;39|39549,39550,39551,39594
LAMASÓN;39|39550
LAREDO;39|39770,39777
LIENDO;39|39776
LIÉRGANES;39|39718,39722,39727
LIMPIAS;39|39778,39820
LUENA;39|39682,39687,39688
MARINA DE CUDEYO;39|39130,39618,39719,39792
MAZCUERRAS;39|39509,39592
MEDIO CUDEYO;39|39619,39710,39718,39724,39792
MERUELO;39|39192
MIENGO;39|39310,39312,39318
MIERA;39|39723,39725,39728
MOLLEDO;39|39420,39430,39438,39439
NOJA;39|39180
PENAGOS;39|39627
PEÑARRUBIA;39|39580
PESAGUERO;39|39572,39574
PESQUERA;39|39491
PIÉLAGOS;39|39120,39470,39477,39478,39479,39612
POLACIONES;39|39556,39557
POLANCO;39|39312,39313
POTES;39|39570
PUENTE VIESGO;39|39670,39679
RAMALES DE LA VICTORIA;39|39800,39805,39809,39811,39815
RASINES;39|39860
REINOSA;39|39200
REOCÍN;39|39530,39538,39539,39590,39591
RIBAMONTÁN AL MAR;39|39140,39146,39150,39160
RIBAMONTÁN AL MONTE;39|39793,39794
RIONANSA;39|39553,39554,39559
RIOTUERTO;39|39720,39723
LAS ROZAS DE VALDEARROYO;39|39416,39417
RUENTE;39|39510,39513
RUESGA;39|39728,39812,39815
RUILOBA;39|39527
SAN FELICES DE BUELNA;39|39409
SAN MIGUEL DE AGUAYO;39|39491
SAN PEDRO DEL ROMERAL;39|39683,39686
SAN ROQUE DE RIOMIERA;39|39726,39728
SANTA CRUZ DE BEZANA;39|39100,39108,39110
SANTA MARÍA DE CAYÓN;39|39620,39626,39627,39650,39694
SANTANDER;39|39001,39002,39003,39004,39005,39006,39007,39008,39009,39010,39011,39012
SANTILLANA DEL MAR;39|39314,39330,39360,39390,39530
SANTIURDE DE REINOSA;39|39490,39491
SANTIURDE DE TORANZO;39|39689,39691,39698
SANTOÑA;39|39197,39740,39749
SAN VICENTE DE LA BARQUERA;39|39540,39547,39548,39549
SARO;39|39639
SELAYA;39|39696
SOBA;39|39728,39805,39806,39807,39808,39813
SOLÓRZANO;39|39717,39738,39791
SUANCES;39|39340,39350,39360
LOS TOJOS;39|39517,39518
TORRELAVEGA;39|39300,39315,39316,39317
TRESVISO;39|39580
TUDANCA;39|39555
UDÍAS;39|39507
VALDÁLIGA;39|39528,39592,39593
VALDEOLEA;39|39410,39418
VALDEPRADO DEL RÍO;39|39248,39417,39419
VALDERREDIBLE;39|39220,39229,39230,39232,39250,39419
VAL DE SAN VICENTE;39|39548,39549,39560,39569,39594
VEGA DE LIÉBANA;39|39575,39577
VEGA DE PAS;39|39682,39683,39685
VILLACARRIEDO;39|39639,39640,39649
VILLAFUFRE;39|39630,39638
VALLE DE VILLAVERDE;39|39880
VOTO;39|39761,39762,39764,39766
ABADES;40|40141
ADRADA DE PIRÓN;40|40192
ADRADOS;40|40354
AGUILAFUENTE;40|40340
ALCONADA DE MADERUELO;40|40529
ALDEALCORVO;40|40389
ALDEALENGUA DE PEDRAZA;40|40162
ALDEALENGUA DE SANTA MARÍA;40|40555
ALDEANUEVA DE LA SERREZUELA;40|40532
ALDEANUEVA DEL CODONAL;40|40462
ALDEA REAL;40|40292
ALDEASOÑA;40|40235
ALDEHORNO;40|40533
ALDEHUELA DEL CODONAL;40|40462
ALDEONTE;40|40530,40531
ANAYA;40|40121
AÑE;40|40492
ARAHUETES;40|40173,40184
ARCONES;40|40164
AREVALILLO DE CEGA;40|40185
ARMUÑA;40|40191,40491,40494
AYLLÓN;40|40214,40512,40514,40520,40594
BARBOLLA;40|40530
BASARDILLA;40|40180
BERCIAL;40|40144
BERCIMUEL;40|40550
BERNARDOS;40|40430
BERNUY DE PORREROS;40|40190
BOCEGUILLAS;40|40560,40568
BRIEVA;40|40180
CABALLAR;40|40182
CABAÑAS DE POLENDOS;40|40392
CABEZUELA;40|40396
CALABAZAS DE FUENTIDUEÑA;40|40356
CAMPO DE SAN PEDRO;40|40551,40552,40553
CANTALEJO;40|40320,40380,40389
CANTIMPALOS;40|40360
CARBONERO EL MAYOR;40|40270
CARRASCAL DEL RÍO;40|40331
CASLA;40|40590
CASTILLEJO DE MESLEÓN;40|40593
CASTRO DE FUENTIDUEÑA;40|40315
CASTROJIMENO;40|40315
CASTROSERNA DE ABAJO;40|40318
CASTROSERRACÍN;40|40316
CEDILLO DE LA TORRE;40|40550
CEREZO DE ABAJO;40|40591
CEREZO DE ARRIBA;40|40592
CILLERUELO DE SAN MAMÉS;40|40551
COBOS DE FUENTIDUEÑA;40|40332
COCA;40|40480,40496
CODORNIZ;40|40463,40464
COLLADO HERMOSO;40|40170
CONDADO DE CASTILNOVO;40|40318
CORRAL DE AYLLÓN;40|40529
CUBILLO;40|40185
CUÉLLAR;40|40200,40210,40211,40215,40230,40231,40232,40241,40242
CHAÑE;40|40216
DOMINGO GARCÍA;40|40495
DONHIERRO;40|40469
DURUELO;40|40312
ENCINAS;40|40531
ENCINILLAS;40|40391
ESCALONA DEL PRADO;40|40350
ESCARABAJOSA DE CABEZAS;40|40291
ESCOBAR DE POLENDOS;40|40392,40393
EL ESPINAR;40|40400,40410,40419,40424
ESPIRDO;40|40191
FRESNEDA DE CUÉLLAR;40|40217
FRESNO DE CANTESPINO;40|40156,40418,40516,40518
FRESNO DE LA FUENTE;40|40540
FRUMALES;40|40298
FUENTE DE SANTA CRUZ;40|40496
FUENTE EL OLMO DE FUENTIDUEÑA;40|40359
FUENTE EL OLMO DE ÍSCAR;40|40218
FUENTEPELAYO;40|40260
FUENTEPIÑEL;40|40358
FUENTERREBOLLO;40|40330
FUENTESAÚCO DE FUENTIDUEÑA;40|40355
FUENTESOTO;40|40314
FUENTIDUEÑA;40|40357
GALLEGOS;40|40162
GARCILLÁN;40|40120
GOMEZSERRACÍN;40|40240
GRAJERA;40|40569
HONRUBIA DE LA CUESTA;40|40541
HONTALBILLA;40|40353
HONTANARES DE ERESMA;40|40490
LOS HUERTOS;40|40490
ITUERO Y LAMA;40|40151
JUARROS DE RIOMOROS;40|40131
JUARROS DE VOLTOYA;40|40445
LABAJOS;40|40146
LAGUNA DE CONTRERAS;40|40236
LANGUILLA;40|40556
LASTRAS DE CUÉLLAR;40|40352
LASTRAS DEL POZO;40|40142
LA LASTRILLA;40|40196
LA LOSA;40|40420
MADERUELO;40|40554
MARAZUELA;40|40133
MARTÍN MIGUEL;40|40130
MARTÍN MUÑOZ DE LA DEHESA;40|40466
MARTÍN MUÑOZ DE LAS POSADAS;40|40446
MARUGÁN;40|40142
MATABUENA;40|40163
MATA DE CUÉLLAR;40|40214
LA MATILLA;40|40175
MELQUE DE CERCOS;40|40444
MEMBIBRE DE LA HOZ;40|40234
MIGUELÁÑEZ;40|40441
MONTEJO DE ARÉVALO;40|40468
MONTEJO DE LA VEGA DE LA SERREZUELA;40|40542
MONTERRUBIO;40|40142
MORAL DE HORNUEZ;40|40542
MOZONCILLO;40|40250
MUÑOPEDRO;40|40145
MUÑOVEROS;40|40183
NAVA DE LA ASUNCIÓN;40|40450,40461
NAVAFRÍA;40|40161
NAVALILLA;40|40331
NAVALMANZANO;40|40280
NAVARES DE AYUSO;40|40531,40561
NAVARES DE ENMEDIO;40|40532
NAVARES DE LAS CUEVAS;40|40532
NAVAS DE ORO;40|40470
NAVAS DE SAN ANTONIO;40|40408
NIEVA;40|40447
OLOMBRADA;40|40220,40233
OREJANA;40|40176
ORTIGOSA DE PESTAÑO;40|40495
OTERO DE HERREROS;40|40422
PAJAREJOS;40|40567
PALAZUELOS DE ERESMA;40|40194
PEDRAZA;40|40172,40173
PELAYOS DEL ARROYO;40|40170,40180
PEROSILLO;40|40354
PINAREJOS;40|40296
PINARNEGRILLO;40|40294
CARABIAS;40|40540
PRÁDENA;40|40165,40318
PUEBLA DE PEDRAZA;40|40184
RAPARIEGOS;40|40466
REBOLLO;40|40184
REMONDO;40|40216
RIAGUAS DE SAN BARTOLOMÉ;40|40529
RIAZA;40|40500,40510,40511,40512,40517
RIBOTA;40|40513
RIOFRÍO DE RIAZA;40|40515
RODA DE ERESMA;40|40290
SACRAMENIA;40|40237
SAMBOAL;40|40442,40443
SAN CRISTÓBAL DE CUÉLLAR;40|40212
SAN CRISTÓBAL DE LA VEGA;40|40465
SANCHONUÑO;40|40297
SANGARCÍA;40|40134,40144
REAL SITIO DE SAN ILDEFONSO;40|40100,40109,40420
SAN MARTÍN Y MUDRIÁN;40|40295
SAN MIGUEL DE BERNUY;40|40332
SAN PEDRO DE GAÍLLOS;40|40389
SANTA MARÍA LA REAL DE NIEVA;40|40122,40123,40135,40136,40440,40448,40449,40494
SANTA MARTA DEL CERRO;40|40310
SANTIUSTE DE PEDRAZA;40|40141,40171,40173
SANTIUSTE DE SAN JUAN BAUTISTA;40|40460
SANTO DOMINGO DE PIRÓN;40|40180
SANTO TOMÉ DEL PUERTO;40|40590
SAUQUILLO DE CABEZAS;40|40351
SEBÚLCOR;40|40340,40380
SEGOVIA;40|40001,40002,40003,40004,40005,40006,40153,40154,40195,40196
SEPÚLVEDA;40|40300,40310,40311,40312,40317,40389
SEQUERA DE FRESNO;40|40517
SOTILLO;40|40311
SOTOSALBOS;40|40170
TABANERA LA LUENGA;40|40291
TOLOCIRIO;40|40467
TORREADRADA;40|40313
TORRECABALLEROS;40|40160
TORRECILLA DEL PINAR;40|40359
TORREIGLESIAS;40|40192,40394
TORRE VAL DE SAN PEDRO;40|40171
TRESCASAS;40|40194
TURÉGANO;40|40181,40370
URUEÑAS;40|40317
VALDEPRADOS;40|40423
VALDEVACAS DE MONTEJO;40|40185
VALDEVACAS Y GUIJAR;40|40185
VALSECA;40|40390
VALTIENDAS;40|40238,40314
VALVERDE DEL MAJANO;40|40140
VALLE DE TABLADILLO;40|40331
VALLELADO;40|40213
VALLERUELA DE PEDRAZA;40|40174
VALLERUELA DE SEPÚLVEDA;40|40176
VEGANZONES;40|40395
VEGAS DE MATUTE;40|40423
VENTOSILLA Y TEJADILLA;40|40165
VILLACASTÍN;40|40150
VILLAVERDE DE ÍSCAR;40|40219
VILLAVERDE DE MONTEJO;40|40541,40542
VILLEGUILLO;40|40496
YANGUAS DE ERESMA;40|40493
ZARZUELA DEL MONTE;40|40152
ZARZUELA DEL PINAR;40|40293
ORTIGOSA DEL MONTE;40|40421
COZUELOS DE FUENTIDUEÑA;40|40354
MARAZOLEJA;40|40132
NAVAS DE RIOFRÍO;40|40420
CUEVAS DE PROVANCO;40|40239
SAN CRISTÓBAL DE SEGOVIA;40|40197
AGUADULCE;41|41550
ALANÍS;41|41380
ALBAIDA DEL ALJARAFE;41|41809
ALCALÁ DE GUADAÍRA;41|41500,41520
ALCALÁ DEL RÍO;41|41200,41209,41319
ALCOLEA DEL RÍO;41|41440,41449
LA ALGABA;41|41980,41989
ALGÁMITAS;41|41661
ALMADÉN DE LA PLATA;41|41240
ALMENSILLA;41|41111
ARAHAL;41|41600
AZNALCÁZAR;41|41489,41849
AZNALCÓLLAR;41|41870
BADOLATOSA;41|41570,41599
BENACAZÓN;41|41805
BOLLULLOS DE LA MITACIÓN;41|41110
BORMUJOS;41|41930
BRENES;41|41310
BURGUILLOS;41|41200,41220
LAS CABEZAS DE SAN JUAN;41|41729,41730
CAMAS;41|41900,41910
LA CAMPANA;41|41429
CANTILLANA;41|41320
CARMONA;41|41339,41410
CARRIÓN DE LOS CÉSPEDES;41|41820
CASARICHE;41|41580
CASTILBLANCO DE LOS ARROYOS;41|41230
CASTILLEJA DE GUZMÁN;41|41908
CASTILLEJA DE LA CUESTA;41|41950
CASTILLEJA DEL CAMPO;41|41810
EL CASTILLO DE LAS GUARDAS;41|41889,41890,41898,41899
CAZALLA DE LA SIERRA;41|41370,41730
CONSTANTINA;41|41450
CORIA DEL RÍO;41|41100
CORIPE;41|41780
EL CORONIL;41|41760
LOS CORRALES;41|41657
DOS HERMANAS;10|10701
DOS HERMANAS;41|41073,41089,41700,41701,41702,41703,41704,41728
ÉCIJA;41|41400,41409,41563,41567
ESPARTINAS;41|41807
ESTEPA;41|41560
FUENTES DE ANDALUCÍA;41|41420,41439
EL GARROBO;41|41888
GELVES;41|41120,41220
GERENA;41|41860
GILENA;41|41565
GINES;41|41960
GUADALCANAL;41|41390
GUILLENA;41|41210,41218,41219
HERRERA;41|41567
HUÉVAR DEL ALJARAFE;41|41830
LANTEJUELA;41|41630
LEBRIJA;41|41740
LORA DE ESTEPA;41|41564
LORA DEL RÍO;41|41440
LA LUISIANA;41|41430,41439
EL MADROÑO;41|41897,41898
MAIRENA DEL ALCOR;41|41510
MAIRENA DEL ALJARAFE;41|41926,41927,41929
MARCHENA;41|41620
MARINALEDA;41|41569
MARTÍN DE LA JARA;41|41658
LOS MOLARES;41|41750
MONTELLANO;41|41770
MORÓN DE LA FRONTERA;41|41530
LAS NAVAS DE LA CONCEPCIÓN;41|41460
OLIVARES;41|41804
OSUNA;41|41640
LOS PALACIOS Y VILLAFRANCA;41|41720,41727,41728
PALOMARES DEL RÍO;41|41928
PARADAS;41|41610
PEDRERA;41|41566
EL PEDROSO;41|41360
PEÑAFLOR;41|41470
PILAS;41|41840
PRUNA;41|41670
LA PUEBLA DE CAZALLA;41|41540
LA PUEBLA DE LOS INFANTES;41|41470,41479
LA PUEBLA DEL RÍO;41|41130
EL REAL DE LA JARA;41|41250
LA RINCONADA;41|41300,41309
LA RODA DE ANDALUCÍA;41|41590,41599
EL RONQUILLO;41|41880
EL RUBIO;41|41568
SALTERAS;41|41909
SAN JUAN DE AZNALFARACHE;41|41920
SANLÚCAR LA MAYOR;41|41800
SAN NICOLÁS DEL PUERTO;41|41388,41389,41888
SANTIPONCE;41|41970
EL SAUCEJO;41|41650,41659
SEVILLA;41|41001,41002,41003,41004,41005,41006,41007,41008,41009,41010,41011,41012,41013,41014,41015,41016,41017,41018,41019,41020,41092
TOCINA;41|41330,41340
TOMARES;41|41940
UMBRETE;41|41806
UTRERA;41|41471,41710,41719,41720,41727,41728
VALENCINA DE LA CONCEPCIÓN;41|41907
VILLAMANRIQUE DE LA CONDESA;41|41850
VILLANUEVA DEL ARISCAL;41|41808
VILLANUEVA DEL RÍO Y MINAS;41|41330,41350,41359
VILLANUEVA DE SAN JUAN;41|41660
VILLAVERDE DEL RÍO;41|41318
EL VISO DEL ALCOR;41|41520
CAÑADA ROSAL;41|41439
ISLA MAYOR;41|41140,41150
EL CUERVO DE SEVILLA;41|41749
ABEJAR;42|42146
ADRADAS;42|42216
ÁGREDA;42|42100,42107,42108
ALCONABA;42|42133
ALCUBILLA DE AVELLANEDA;42|42351,42353
ALCUBILLA DE LAS PEÑAS;42|42295
ALDEALAFUENTE;42|42135
ALDEALICES;42|42171
ALDEALPOZO;42|42111,42112
ALDEALSEÑOR;42|42180
ALDEHUELA DE PERIÁÑEZ;42|42182
LAS ALDEHUELAS;42|42173,42174
ALENTISQUE;42|42225
ALIUD;42|42129
ALMAJANO;42|42180
ALMALUEZ;42|42222,42258
