qid|tags
Q4348932|['low_cost_of_living_high_life_quality', 'job_opportunities', 'best_for_expats', 'good_english', 'bird_watching', 'socialize', 'skydiving', 'good_business']
Q1003060|['job_opportunities', 'best_for_expats', 'socialize', 'good_business', 'for_young_people']
Q14808749|['job_opportunities', 'best_for_expats', 'socialize', 'good_business', 'for_young_people']
Q25444|['job_opportunities', 'best_for_expats', 'good_english', 'bird_watching', 'hipster', 'good_business']
Q33673425|['job_opportunities', 'best_for_expats', 'good_english', 'bird_watching', 'hipster', 'good_business']
Q107301396|['job_opportunities', 'best_for_expats', 'good_english', 'bird_watching', 'hipster', 'good_business']
Q111635322|['job_opportunities', 'best_for_expats', 'good_english', 'bird_watching', 'hipster', 'good_business']
Q328015|['job_opportunities', 'good_for_sailing', 'good_business', 'for_young_people']
Q2598541|['job_opportunities', 'good_for_sailing', 'good_business', 'for_young_people']
Q31879307|['job_opportunities', 'good_for_sailing', 'good_business', 'for_young_people']
Q917326|['job_opportunities', 'good_for_sailing', 'good_business', 'for_young_people']
Q2183627|['job_opportunities', 'good_for_sailing', 'good_business', 'for_young_people']
Q49292312|['job_opportunities', 'good_for_sailing', 'good_business', 'for_young_people']
Q474039|['job_opportunities', 'for_young_people']
Q31881210|['job_opportunities', 'for_young_people']
Q543542|['job_opportunities', 'good_food', 'hipster', 'socialize', 'good_business', 'good_for_families', 'for_young_people']
Q33842244|['job_opportunities', 'good_food', 'hipster', 'socialize', 'good_business', 'good_for_families', 'for_young_people']
Q210527|['job_opportunities', 'interesting_historic_buildings', 'best_for_expats', 'good_internet', 'good_for_sailing', 'good_for_surfing', 'good_food', 'retire', 'socialize', 'good_business', 'for_young_people']
Q485581|['job_opportunities', 'interesting_historic_buildings', 'best_for_expats', 'good_internet', 'good_for_sailing', 'good_for_surfing', 'good_food', 'retire', 'socialize', 'good_business', 'for_young_people']
Q373528|['job_opportunities', 'interesting_historic_buildings', 'good_food', 'socialize', 'camping', 'good_business', 'beautiful_nature']
Q768261|['job_opportunities', 'interesting_historic_buildings', 'good_food', 'socialize', 'camping', 'good_business', 'beautiful_nature']
Q49277300|['job_opportunities', 'interesting_historic_buildings', 'good_food', 'socialize', 'camping', 'good_business', 'beautiful_nature']
Q273529|['job_opportunities', 'interesting_historic_buildings', 'socialize', 'good_business', 'beautiful_nature']
Q373720|['job_opportunities', 'interesting_historic_buildings', 'socialize', 'good_business', 'beautiful_nature']
Q1020365|['job_opportunities', 'interesting_historic_buildings', 'socialize', 'good_business', 'beautiful_nature']
Q1024491|['job_opportunities', 'interesting_historic_buildings', 'socialize', 'good_business', 'beautiful_nature']
Q4218301|['job_opportunities', 'interesting_historic_buildings', 'socialize', 'good_business', 'beautiful_nature']
Q63378680|['job_opportunities', 'interesting_historic_buildings', 'socialize', 'good_business', 'beautiful_nature']
Q331191|['interesting_historic_buildings', 'good_healthcare', 'no_mosquitos', 'skiing', 'retire']
Q31866158|['interesting_historic_buildings', 'good_healthcare', 'no_mosquitos', 'skiing', 'retire']
Q249906|['interesting_historic_buildings', 'retire']
Q249908|['interesting_historic_buildings', 'retire']
Q373813|['interesting_historic_buildings', 'best_for_expats', 'good_for_sailing', 'good_food', 'best_beaches', 'good_english', 'retire', 'socialize', 'skydiving', 'for_young_people']
Q944904|['interesting_historic_buildings', 'best_for_expats', 'good_for_sailing', 'good_food', 'best_beaches', 'good_english', 'retire', 'socialize', 'skydiving', 'for_young_people']
Q31877390|['interesting_historic_buildings', 'best_for_expats', 'good_for_sailing', 'good_food', 'best_beaches', 'good_english', 'retire', 'socialize', 'skydiving', 'for_young_people']
Q617889|['interesting_historic_buildings', 'camping']
Q1999034|['interesting_historic_buildings', 'camping']
Q2683168|['best_for_expats', 'good_for_sailing', 'good_food', 'good_english']
Q732548|['best_for_expats', 'good_for_sailing', 'good_food', 'best_beaches', 'good_english', 'bird_watching', 'hipster', 'good_for_families', 'for_young_people']
Q8780001|['best_for_expats', 'good_for_sailing', 'good_food', 'best_beaches', 'good_english', 'bird_watching', 'hipster', 'good_for_families', 'for_young_people']
Q35710384|['best_for_expats', 'good_for_sailing', 'good_food', 'best_beaches', 'good_english', 'bird_watching', 'hipster', 'good_for_families', 'for_young_people']
Q850837|['best_for_expats', 'good_healthcare', 'for_young_people']
Q1632076|['best_for_expats', 'good_healthcare', 'for_young_people']
Q1668384|['best_for_expats', 'good_healthcare', 'for_young_people']
Q2315794|['best_for_expats', 'good_healthcare', 'for_young_people']
Q33698940|['best_for_expats', 'good_healthcare', 'for_young_people']
Q18468107|['best_for_expats']
Q1826465|['good_internet']
Q31877422|['good_internet']
Q605319|['good_internet']
Q1004052|['good_internet']
Q1000041|['good_internet', 'good_english']
Q2652738|['good_internet', 'good_english']
Q31877608|['good_internet', 'good_english']
Q2119101|['good_internet']
Q1971893|['good_internet']
Q31878495|['good_internet']
Q193677|['good_internet', 'no_mosquitos', 'retire', 'skydiving']
Q10267294|['good_internet', 'no_mosquitos', 'retire', 'skydiving']
Q49344318|['good_internet', 'no_mosquitos', 'retire', 'skydiving']
Q703854|['good_internet', 'clean']
Q2128088|['good_internet', 'clean']
Q623736|['good_internet']
Q2629775|['good_internet']
Q34799706|['good_internet']
Q1013271|['good_internet']
Q34790026|['good_internet']
Q1044914|['good_internet']
Q34790097|['good_internet']
Q511205|['good_internet']
Q841304|['good_internet']
Q49281766|['good_internet']
Q74380|['good_healthcare', 'good_for_surfing', 'best_beaches']
Q74478|['good_healthcare', 'good_for_surfing', 'best_beaches']
Q1368251|['good_healthcare', 'good_for_surfing', 'best_beaches']
Q2257213|['good_healthcare', 'good_for_surfing', 'best_beaches']
Q13225053|['good_healthcare', 'good_for_surfing', 'best_beaches']
Q538407|['good_healthcare', 'skiing', 'hipster']
Q926700|['good_healthcare', 'good_for_sailing', 'hipster']
Q31250093|['good_healthcare', 'good_for_sailing', 'hipster']
Q740845|['good_healthcare', 'best_beaches', 'good_english', 'hipster']
Q2125856|['good_healthcare', 'best_beaches', 'good_english', 'hipster']
Q49287655|['good_healthcare', 'best_beaches', 'good_english', 'hipster']
Q1006408|['good_for_sailing']
Q49367436|['good_for_sailing']
Q826511|['good_for_sailing']
Q1873909|['good_for_sailing']
Q49286912|['good_for_sailing']
Q545560|['good_for_sailing']
Q933912|['good_for_sailing']
Q1943106|['good_for_sailing']
Q2258694|['good_for_sailing']
Q2451204|['good_for_sailing']
Q221244|['good_for_sailing', 'for_young_people']
Q990448|['good_for_sailing', 'for_young_people']
Q2238220|['good_for_sailing', 'for_young_people']
Q45807|['good_for_surfing', 'good_for_surfing']
Q195014|['good_for_surfing', 'good_for_surfing']
Q304464|['good_for_surfing', 'good_for_surfing']
Q1485820|['good_for_surfing', 'good_for_surfing']
Q1792814|['good_for_surfing', 'good_for_surfing']
Q2085813|['good_for_surfing', 'good_for_surfing']
Q10376043|['good_for_surfing', 'good_for_surfing']
Q33719718|['good_for_surfing', 'good_for_surfing']
Q63378443|['good_for_surfing', 'good_for_surfing']
Q598662|['good_for_surfing', 'good_for_surfing', 'best_beaches']
Q663893|['good_for_surfing', 'good_for_surfing']
Q1997698|['good_for_surfing', 'good_for_surfing']
Q10353058|['good_for_surfing', 'good_for_surfing']
Q33843019|['good_for_surfing', 'good_for_surfing']
Q7665691|['good_for_surfing']
Q622817|['good_food', 'socialize', 'beautiful_nature']
Q33721513|['good_food', 'socialize', 'beautiful_nature']
Q490180|['good_food', 'hipster']
Q1022964|['good_food', 'hipster']
Q26831|['best_beaches', 'good_english', 'retire', 'skydiving']
Q680029|['best_beaches', 'good_english']
Q33788072|['best_beaches', 'good_english']
Q1121778|['best_beaches']
Q104851136|['best_beaches']
Q1752037|['best_beaches', 'good_english']
Q926672|['best_beaches', 'good_english']
Q49364942|['best_beaches', 'good_english']
Q372840|['best_beaches', 'good_english', 'hipster', 'good_for_families']
Q821015|['on_island']
Q22771851|['on_island']
Q16501879|['on_island']
Q33801666|['on_island']
Q34796755|['on_island']
Q995608|['on_island', 'no_mosquitos']
Q16142155|['on_island']
Q63378436|['on_island']
Q10359751|['on_island']
Q63378400|['on_island']
Q1328288|['on_island', 'no_mosquitos']
Q24016|['on_island', 'no_mosquitos']
Q45920|['on_island', 'no_mosquitos']
Q280757|['on_island', 'no_mosquitos']
Q587254|['on_island', 'no_mosquitos']
Q1023967|['on_island', 'no_mosquitos']
Q1475814|['on_island', 'no_mosquitos']
Q1861124|['on_island', 'no_mosquitos']
Q2181054|['on_island', 'no_mosquitos']
Q2223082|['on_island', 'no_mosquitos']
Q2451180|['on_island', 'no_mosquitos']
Q2451215|['on_island', 'no_mosquitos']
Q1022072|['on_island', 'no_mosquitos']
Q1088866|['on_island', 'no_mosquitos']
Q969311|['on_island', 'no_mosquitos']
Q1880678|['on_island', 'no_mosquitos']
Q34811042|['on_island', 'no_mosquitos']
Q565290|['on_island']
Q631837|['clean']
Q34789837|['clean']
Q523596|['clean', 'skiing']
Q625157|['clean', 'bird_watching', 'skiing', 'good_for_families']
Q193305|['good_english']
Q33807059|['good_english']
Q8202394|['good_english']
Q663644|['good_english']
Q35732663|['good_english']
Q1020826|['good_english']
Q33844038|['good_english']
Q49366997|['good_english']
Q64722|['good_english']
Q658823|['good_english']
Q1999510|['good_english']
Q2062960|['good_english']
Q2119007|['good_english']
Q2222926|['good_english']
Q2430699|['good_english']
Q2451729|['good_english']
Q249783|['bird_watching']
Q249788|['bird_watching']
Q448181|['bird_watching']
Q793814|['bird_watching', 'good_for_families']
Q3682|['bird_watching']
Q64444|['bird_watching']
Q33791262|['bird_watching']
Q1024864|['bird_watching']
Q1339983|['bird_watching']
Q552011|['bird_watching']
Q1997577|['bird_watching']
Q1023960|['bird_watching', 'hipster']
Q33808783|['bird_watching', 'hipster']
Q564759|['bird_watching', 'skiing']
Q967766|['bird_watching', 'skiing']
Q985519|['bird_watching', 'skiing']
Q1024607|['bird_watching', 'skiing']
Q2652722|['bird_watching', 'skiing']
Q693243|['bird_watching']
Q2453696|['bird_watching']
Q35722090|['bird_watching']
Q63378456|['bird_watching']
Q957663|['bird_watching']
Q1831270|['bird_watching']
Q63378411|['bird_watching']
Q849026|['skiing']
Q1024927|['skiing']
Q4493394|['skiing']
Q999446|['skiing']
Q1997904|['skiing']
Q188050|['skiing']
Q381340|['skiing']
Q2260450|['skiing']
Q687790|['skiing']
Q1997869|['skiing']
Q33696878|['skiing']
Q405252|['skiing']
Q1074617|['skiing']
Q49287657|['skiing']
Q810715|['hipster', 'camping']
Q2652681|['hipster', 'camping']
Q31912265|['hipster', 'camping']
Q986017|['hipster']
Q2031730|['hipster']
Q850855|['hipster']
Q2453731|['hipster']
Q33705689|['hipster']
Q14299|['retire', 'skydiving']
Q742117|['retire', 'skydiving']
Q512317|['retire', 'skydiving']
Q2179774|['retire', 'skydiving']
Q986095|['retire', 'skydiving']
Q2012553|['retire', 'skydiving']
Q31878988|['retire', 'skydiving']
Q2623372|['camping']
Q374030|['camping']
Q31879377|['camping']
Q999923|['camping']
Q17166815|['camping']
Q438263|['camping']
Q2259515|['camping']
Q49344178|['camping']
Q138830|['camping']
Q1003157|['camping']
Q1809777|['camping']
Q564813|['good_business']
Q1875895|['good_business']
Q679642|['good_for_families']
Q2451647|['good_for_families']
Q117591|['good_for_families']
Q10267300|['good_for_families']
Q1137973|['for_young_people']
Q126681|['for_young_people']
Q49364896|['for_young_people']
